Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1748256745133,26/05/2025 10:52,1748267545133,3,26/05/2025 16:52,226252,1,questionnaire-22js,,46506286,BLINDED,13503046,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,430x932,430x739,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748326545987,27/05/2025 06:15,1748337345987,3,27/05/2025 12:15,226252,1,questionnaire-22js,,46533186,BLINDED,13509562,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748327684422,27/05/2025 06:34,1748338484422,3,27/05/2025 12:34,226252,1,questionnaire-22js,,46533724,BLINDED,13509577,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748349018364,27/05/2025 12:30,1748359818364,3,27/05/2025 18:30,226252,1,questionnaire-22js,,46551237,BLINDED,13512555,,complete,,,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x699,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748352783968,27/05/2025 13:33,1748363583968,3,27/05/2025 19:33,226252,1,questionnaire-22js,,46553948,BLINDED,13513200,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748357813110,27/05/2025 14:56,1748368613110,3,27/05/2025 20:56,226252,1,questionnaire-22js,,46557220,BLINDED,13513562,,complete,,,mobile,Apple iPhone,iOS 16.0.2,Mobile Safari 16.0.2,428x926,428x730,,,0,Debrief Efremova,2,consent,F,,,,,info,,BEGIN,,,,,
1,1748365498231,27/05/2025 17:04,1748376298231,3,27/05/2025 23:04,226252,1,questionnaire-22js,,46565915,BLINDED,13515548,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x670,,,0,Debrief Efremova,2,consent,F,,,,,info,,BEGIN,,,,,
1,1748409377687,28/05/2025 05:16,1748420177687,3,28/05/2025 11:16,226252,1,questionnaire-22js,,46579441,BLINDED,13518316,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1536x740,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748414688025,28/05/2025 06:44,1748425488025,3,28/05/2025 12:44,226252,1,questionnaire-22js,,46582331,BLINDED,13518522,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,385x824,384x692,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
1,1748463356154,28/05/2025 20:15,1748474156154,3,29/05/2025 02:15,226252,1,questionnaire-22js,,46615487,BLINDED,13525559,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,430x932,430x739,,,0,Debrief Efremova,2,consent,M,,,,,info,,BEGIN,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
