Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Consent object-7 Response,Consent object-7 Quantised
1,1748003125177,23/05/2025 12:25,1748013925177,3,23/05/2025 18:25,226252,1,questionnaire-qxa3,,46426613,BLINDED,13487845,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,430x932,430x729,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1748253423809,26/05/2025 09:57,1748264223809,3,26/05/2025 15:57,226252,1,questionnaire-qxa3,,46504040,BLINDED,13503046,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4,430x932,430x739,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748325110335,27/05/2025 05:51,1748335910335,3,27/05/2025 11:51,226252,1,questionnaire-qxa3,,46532539,BLINDED,13509562,,complete,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,430x932,430x729,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748325342715,27/05/2025 05:55,1748336142715,3,27/05/2025 11:55,226252,1,questionnaire-qxa3,,46532611,BLINDED,13509577,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748346938706,27/05/2025 11:55,1748357738706,3,27/05/2025 17:55,226252,1,questionnaire-qxa3,,46549642,BLINDED,13512555,,complete,,,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x699,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748351086072,27/05/2025 13:04,1748361886072,3,27/05/2025 19:04,226252,1,questionnaire-qxa3,,46552573,BLINDED,13513200,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,2138x1203,2094x1058,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748352572961,27/05/2025 13:29,1748363372961,3,27/05/2025 19:29,226252,1,questionnaire-qxa3,,46553809,BLINDED,13513562,,complete,,,mobile,Apple iPhone,iOS 16.0.2,Mobile Safari 16.0.2,428x926,428x730,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1748363160162,27/05/2025 16:26,1748373960162,3,27/05/2025 22:26,226252,1,questionnaire-qxa3,,46563522,BLINDED,13515548,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6,390x844,390x670,,,0,Consent form Efremova,4,consent,F,Я согласен(-на).,1
1,1748377846421,27/05/2025 20:30,1748388646421,3,28/05/2025 02:30,226252,1,questionnaire-qxa3,,46572861,BLINDED,13517149,,live,,,mobile,undefined K,Android 13,Chrome 136.0.7103.60,393x873,392x782,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
1,1748406492896,28/05/2025 04:28,1748417292896,3,28/05/2025 10:28,226252,1,questionnaire-qxa3,,46578882,BLINDED,13518316,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1536x740,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748410279676,28/05/2025 05:31,1748421079676,3,28/05/2025 11:31,226252,1,questionnaire-qxa3,,46579913,BLINDED,13518522,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,385x824,384x692,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1748462240140,28/05/2025 19:57,1748473040140,3,29/05/2025 01:57,226252,1,questionnaire-qxa3,,46614966,BLINDED,13525559,,complete,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,430x932,430x739,,,0,Consent form Efremova,4,consent,M,Я согласен(-на).,1
1,1749669919390,11/06/2025 19:25,1749680719390,3,12/06/2025 01:25,226252,1,questionnaire-qxa3,,47103669,BLINDED,13628419,,live,,,mobile,Apple iPhone,iOS 18.5,Mobile Safari 18.5,393x852,393x649,,,0,Consent form Efremova,4,consent,,Я согласен(-на).,1
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
