"","country_res_full","D_self_end_mean_country","D_self_end_sd_country","D_other_end_mean_country","D_other_end_sd_country","H_self_end_mean_country","H_self_end_sd_country","H_other_end_mean_country","H_other_end_sd_country","F_self_end_mean_country","F_self_end_sd_country","F_other_end_mean_country","F_other_end_sd_country","D_end_mean_country","D_end_sd_country","H_end_mean_country","H_end_sd_country","F_end_mean_country","F_end_sd_country","D_self_endc_mean_country","D_self_endc_sd_country","D_other_endc_mean_country","D_other_endc_sd_country","H_self_endc_mean_country","H_self_endc_sd_country","H_other_endc_mean_country","H_other_endc_sd_country","F_self_endc_mean_country","F_self_endc_sd_country","F_other_endc_mean_country","F_other_endc_sd_country","D_endc_mean_country","D_endc_sd_country","H_endc_mean_country","H_endc_sd_country","F_endc_mean_country","F_endc_sd_country"
"42","Pakistan",5.05263157894737,0.705596035512358,5.21521739130435,0.664743353158502,4.25091533180778,0.709567050234267,5.02654462242563,0.674999290485292,4.75423340961098,0.714150339118374,4.31212814645309,0.752344532423429,5.13381642512077,0.606491709189422,4.63871726417493,0.572563919791119,4.53318077803204,0.644434320463409,0.2839919847929,0.598519707677498,0.44657779714988,0.558611442535402,-0.517724262346688,0.585628565154466,0.257905028271161,0.414071186063323,-0.0144061845434842,0.472175996641967,-0.456511447701379,0.581492996634174,0.365176830966305,0.482618709702185,-0.129922329979538,0.324802541385981,-0.235458816122432,0.397267203146309
"43","Philippines",5.10627906976744,0.660128478184681,5.32354651162791,0.668565509635864,4.14511627906977,0.756846506055022,4.7846511627907,0.729582299803962,5.06488372093023,0.668621057981196,4.26203488372093,0.846394076317574,5.21487080103359,0.580931580050575,4.46488372093023,0.643910752726061,4.66343669250646,0.662211575292258,0.325233894680567,0.481899208684319,0.542501336541032,0.530612976780504,-0.635928896017108,0.53148304627011,0.00360598770382257,0.428921104696931,0.283838545843357,0.415584115131116,-0.519010291365945,0.54698547631548,0.433825625946717,0.391173329908646,-0.316161454156643,0.308692963609912,-0.117608482580415,0.304571943936171
"44","Poland",4.92443095599393,0.650410977870527,4.99165402124431,0.802015031729345,3.58846737481032,0.777800218182732,3.95993930197269,0.786031544542149,3.53687405159332,0.787375657714999,3.04628224582701,0.79416411630121,4.95886022593155,0.596493327829366,3.77445624683864,0.659339178941212,3.29119878603945,0.686151499216422,0.916267536439165,0.614864826251743,0.983490601689545,0.783285854342961,-0.419696044744446,0.629084988077907,-0.048224117582079,0.535210760816313,-0.471289367961442,0.598063854667991,-0.961881173727754,0.571998996749511,0.950696806376781,0.564073587423641,-0.23370717271612,0.405351168650318,-0.716964633515311,0.433669939956266
"45","Portugal",5.12990936555891,0.618830513049993,5.46102719033233,0.593110063768348,3.43564954682779,0.907376062740605,4.17703927492447,0.901287796651104,4.18851963746224,0.795739363874417,3.41510574018127,0.824408826388678,5.29546827794562,0.509495301125976,3.80634441087613,0.790965418424162,3.80181268882175,0.713631159265674,0.828700906344411,0.656927875164029,1.15981873111782,0.661291538603477,-0.865558912386707,0.661119941646536,-0.12416918429003,0.561623374146395,-0.112688821752266,0.526477514472402,-0.886102719033233,0.60337006768241,0.994259818731118,0.571533421730509,-0.494864048338369,0.429011635208929,-0.499395770392749,0.41648639024765
"46","Romania",4.97531380753138,0.642565453891134,5.18451882845188,0.699933269251972,3.78242677824268,0.700901463476604,4.35774058577406,0.814937020669401,3.84937238493724,0.789069472560696,3.33138075313808,0.831443503292657,5.07991631799163,0.558988298187844,4.07019990701999,0.655972472666206,3.59037656903766,0.719386723756954,0.72847833405473,0.60823433247184,0.937683354975232,0.706931034631916,-0.464408695233973,0.538480052886386,0.110905112297408,0.535536706488341,-0.397463088539412,0.547214465879766,-0.915454720338575,0.589120947948606,0.833080844514981,0.543985009906078,-0.17663556645666,0.37536696896918,-0.656458904438994,0.428726455867076
"47","Russia",4.7858064516129,0.73069003249178,4.77822580645161,0.794694226257955,3.74064516129032,0.779994338556629,4.63983870967742,0.813260830106022,4.13870967741935,0.800799527395943,3.47822580645161,0.796077609594015,4.78222222222222,0.621759858005974,4.19035842293907,0.69286691080083,3.80867383512545,0.711170407191295,0.525413422321097,0.709124822444412,0.517832777159807,0.698424241015919,-0.519747868001483,0.596811938106617,0.379445680385614,0.519187096833867,-0.121683351872451,0.548090866405397,-0.782167222840193,0.579368889168837,0.521829192930417,0.547104045226765,-0.0700346063527377,0.398365638302107,-0.451719194166358,0.431597455537797
"48","Saudi Arabia",4.96480263157895,0.62409772795033,5.3671052631579,0.588383836041713,4.20263157894737,0.875565843033083,5.11447368421053,0.751370306208089,4.93947368421053,0.654293805112698,4.43947368421053,0.694744499677899,5.16644736842105,0.484452866637229,4.65855263157895,0.700278476201746,4.68947368421053,0.583113122138559,0.126818663036903,0.566325838093373,0.52912129461585,0.579892768624753,-0.635352389594676,0.66673594614881,0.276489715668482,0.549477675115129,0.101489715668482,0.440791198710455,-0.398510284331518,0.543377445964829,0.328463399879008,0.442690660333758,-0.179431336963097,0.445010979225393,-0.148510284331518,0.359741193653624
"49","Serbia",5.02065789473684,0.674410395335011,5.00368421052632,0.805840884182943,3.87473684210526,0.774319811622265,4.45631578947368,0.930677459305462,3.94,0.744641366814592,3.15157894736842,0.840638425298654,5.01201754385965,0.620720134579745,4.16552631578947,0.745927190800708,3.54578947368421,0.718807395382598,0.779578039927405,0.604817753147208,0.762604355716878,0.710784270092773,-0.366343012704174,0.601638814532521,0.215235934664247,0.591121757866593,-0.301079854809437,0.489825020201949,-1.08950090744102,0.611405024797413,0.770937689050212,0.518381855134337,-0.0755535390199637,0.423365822780401,-0.695290381125227,0.43928866979282
"50","Singapore",4.85521472392638,0.61780289355929,5.11472392638037,0.669487347277174,3.87055214723926,0.77024931151393,4.5441717791411,0.788501844064704,4.66441717791411,0.685245019096322,3.93558282208589,0.819093756752038,4.98496932515337,0.552633832571181,4.20736196319018,0.673503654923196,4.3,0.669971296744524,0.357770961145194,0.535711946480581,0.617280163599182,0.545136663083474,-0.626891615541922,0.543275363128567,0.0467280163599182,0.461903748791576,0.166973415132924,0.440524056184671,-0.561860940695297,0.548353320269763,0.487525562372188,0.42724457479877,-0.290081799591002,0.316779402533427,-0.197443762781186,0.354965185831555
"51","Slovakia",5.04087591240876,0.643997900540972,5.0492700729927,0.741409542657486,3.71313868613139,0.646808736130908,4.42773722627737,0.722098075285303,4.01368613138686,0.717267855024129,3.6051094890511,0.810084892931464,5.04444444444444,0.600479164702568,4.07043795620438,0.577066433175279,3.80965125709651,0.686531892205019,0.732655543969413,0.549255659579974,0.741049704553354,0.647116762612077,-0.59508168230796,0.512283858376999,0.119516857838026,0.441214780412706,-0.294534237052485,0.501161779659775,-0.703110879388252,0.541515908546775,0.736224076005098,0.486481776114043,-0.237782412234967,0.302761786837055,-0.498569111342834,0.398681030719941
"52","South Africa",4.94187986651835,0.912756491715506,5.17964404894327,0.93250953773591,4.03661475713756,0.971554431128355,4.67313681868743,0.890867894797766,4.55333704115684,0.875708423927615,4.18264738598443,1.01088138747026,5.06079594611297,0.875279542097788,4.35484179953034,0.818825885914341,4.36792732665925,0.847755464185389,0.347251552993565,0.609392112315688,0.585015735418482,0.653352209736437,-0.558013556387228,0.681742580308154,0.0785085051626419,0.462127878005764,-0.0412912723679475,0.475304799559441,-0.411980927540361,0.656472505468299,0.466167632588176,0.5603127504926,-0.239786513994446,0.375246373574473,-0.226700986865537,0.390832985793079
"53","Spain",5.16009389671362,0.655405749932831,5.35727699530516,0.740464784585137,3.52629107981221,0.882623815551714,4.32206572769953,1.02308941839052,3.95164319248826,0.897583487534572,3.62488262910798,0.906883797123852,5.25868544600939,0.591534124816969,3.92428273343766,0.836301702337115,3.78826291079812,0.816680965218712,0.836344503804436,0.632790126438772,1.03352760239598,0.766031152599074,-0.797458313096973,0.610816405059285,-0.0016836652096487,0.646476362454806,-0.372106200420916,0.563639592176385,-0.698866763801198,0.55274890157669,0.93493605310021,0.595486153600941,-0.399466659471516,0.426621463911609,-0.535486482111057,0.405624331977033
"54","Switzerland",4.96208791208791,0.620498932729884,5.25054945054945,0.788017713615574,3.18681318681319,0.893831800136518,3.68351648351648,1.05622637896152,3.87692307692308,0.776183959162735,3.00879120879121,0.777981483876827,5.10683760683761,0.596477472431867,3.43516483516483,0.891736586214864,3.44285714285714,0.704137432472897,0.967771883289125,0.587663406231717,1.25623342175066,0.842338122923205,-0.8075028419856,0.604913561046023,-0.310799545282304,0.666839936067002,-0.11739295187571,0.515350259601972,-0.985524820007579,0.498357925956629,1.11252157803882,0.617063748370012,-0.559151193633952,0.493170733372354,-0.551458885941645,0.385907263690341
"55","Taiwan",4.55789473684211,0.62961030490905,5.23684210526316,0.60488248466805,3.69548872180451,0.79245162096524,4.33834586466165,0.735177740491991,4.54285714285714,0.682977467435243,3.52781954887218,0.846689748124225,4.89736842105263,0.499917570166594,4.01691729323308,0.673525985772736,4.03533834586466,0.684678190621495,0.241353383458647,0.566398758362765,0.920300751879699,0.545787521130389,-0.621052631578947,0.5380292274871,0.0218045112781956,0.440907109785786,0.226315789473684,0.41978436376314,-0.788721804511278,0.584135293740063,0.580827067669173,0.422039553426702,-0.299624060150376,0.333678853410692,-0.281203007518797,0.368550981734781
"56","Thailand",5.10064935064935,0.616493895793028,5.45584415584416,0.55027230605641,3.72857142857143,0.801034696163586,4.53766233766234,0.771653997674746,4.89675324675325,0.660955662980436,4.07922077922078,0.844809816091682,5.27824675324675,0.507931403094956,4.13311688311688,0.663723108038284,4.48798701298701,0.650445980671843,0.467532467532468,0.574364248163617,0.822727272727273,0.568757139711919,-0.904545454545455,0.642358892313122,-0.0954545454545454,0.517938341587911,0.263636363636364,0.44632027725147,-0.553896103896104,0.591729683322101,0.64512987012987,0.493205464121777,-0.5,0.403010746707375,-0.14512987012987,0.34995695575588
"57","The Netherlands",4.82205882352941,0.638828925858998,5.23088235294118,0.601666168775707,2.79264705882353,0.651110999576158,3.46911764705882,0.832089267458491,3.87352941176471,0.631897236619261,2.76911764705882,0.739921387804623,5.02647058823529,0.502325745591539,3.13088235294118,0.641469921454404,3.32132352941176,0.589464048881479,0.995833333333333,0.601690861659137,1.4046568627451,0.61032505397379,-1.03357843137255,0.485569477273586,-0.357107843137255,0.621108899329995,0.0473039215686274,0.508488523520845,-1.05710784313725,0.513855884237196,1.20024509803922,0.48429655104957,-0.695343137254902,0.405094568933866,-0.504901960784314,0.367944561304631
"58","Turkey",5.13795466526094,0.63617530693232,4.91989984185556,0.879157177234951,4.38993147074328,0.775895321646923,4.25284659989457,0.914415041039232,4.49731154454402,0.771374837354156,3.35437532946758,0.860861874559653,5.02896386106718,0.632796664900534,4.32134364200785,0.724586996333394,3.9258536871083,0.716642378496627,0.712547943213422,0.639678285714818,0.494493119808045,0.769084302590661,-0.0354752513042371,0.599958395626132,-0.172560122152946,0.611738432725467,0.0719048224965009,0.514074979239638,-1.07103139257994,0.621327736994179,0.603557139019666,0.558402570846085,-0.104063080039667,0.415861208455097,-0.499553034939216,0.41314761881459
"59","Ukraine",5.10648148148148,0.592884826327744,4.70173611111111,0.829238319219435,4.06018518518519,0.757629691768754,4.2537037037037,0.830556342314519,3.86342592592593,0.817871905555541,3.02268518518519,0.823857832983305,4.90408950617284,0.567161191079876,4.15694444444444,0.682630313858313,3.44305555555556,0.730983456455586,0.938625478927203,0.65322653668673,0.533880108556833,0.740773272567117,-0.107670817369093,0.566954421848905,0.0858477011494254,0.570074004484266,-0.304430076628352,0.581237816071001,-1.14517081736909,0.591513081698206,0.736233503618561,0.538324556704054,-0.010911558109834,0.396587562986323,-0.724800446998723,0.452074423634874
"60","United Arab Emirates",4.9258064516129,0.680630248883635,5.39032258064516,0.653291709858835,4.15806451612903,0.956178937073946,5.05806451612903,0.830079669709189,4.81290322580645,0.758662297919506,4.42258064516129,0.825896304934521,5.15806451612903,0.559141140895182,4.60806451612903,0.766789856671321,4.61774193548387,0.722591917925969,0.131182795698925,0.605044699239676,0.595698924731183,0.614887667883655,-0.636559139784946,0.672101065710313,0.263440860215054,0.487240087265229,0.0182795698924732,0.402527416815268,-0.372043010752688,0.517285670033606,0.363440860215054,0.489589608351159,-0.186559139784946,0.361763524962674,-0.176881720430108,0.328799145851193
"61","United Kingdom",5,0.653913097575883,5.1147859922179,0.775436274686511,3.52256809338521,0.82636644486705,4.13385214007782,0.891010960483128,4.1124513618677,0.831284394893273,3.56809338521401,0.879700387057603,5.05739299610895,0.607710217785379,3.82821011673152,0.762933899562819,3.84029399048854,0.776983765033082,0.757814526588846,0.612472346224122,0.872600518806744,0.688110233360245,-0.71961738002594,0.563276220188781,-0.108333333333333,0.540546024249385,-0.12973411154345,0.515203670360608,-0.674092088197146,0.526116177207171,0.815207522697795,0.528364330015234,-0.413975356679637,0.385243002443242,-0.401891482922611,0.377353389066762
"62","United States",5.02105263157895,0.676931834472704,5.1217184527584,0.773735517890527,3.64232720355105,0.796979210778454,4.28928344958782,0.783421531408468,4.3279644895371,0.767741416094597,3.74695624603678,0.833116660064646,5.07140844078067,0.637171223389355,3.96575776791376,0.68681884552302,4.03748326639893,0.712879558878781,0.662837192690909,0.58154463563326,0.763503013870363,0.654178395397533,-0.715888235336992,0.570181822878319,-0.0689319893002136,0.492586476741382,-0.0302509493509428,0.499425077705475,-0.61125919285126,0.543922557691687,0.713193001892628,0.510536717140206,-0.392457670974278,0.36219215772449,-0.32073217248911,0.37311450617597
"63","Uzbekistan",5.09583333333333,0.693835506644315,5.01358024691358,0.783451466362881,4.08981481481482,0.754016015945175,5.07361111111111,0.695494792382035,4.80046296296296,0.708971064697323,3.97407407407407,0.795826775211789,5.05507054673721,0.66680611345733,4.58251028806584,0.625138182400657,4.38662551440329,0.656340518231425,0.421851623791279,0.442522121565649,0.339598537371526,0.473986945024872,-0.58416689472724,0.524261500591003,0.399629401569057,0.425242728637859,0.126481253420909,0.411165972631277,-0.69990763546798,0.567817611951443,0.381088837195159,0.327411056777526,-0.0914714214762107,0.30432422156283,-0.287356195138762,0.328520147164464
"64","Vietnam",4.60115606936416,0.807089836740933,4.9271676300578,0.959415738325203,4.10751445086705,0.885937393497382,4.64595375722543,0.854798927907317,4.84161849710983,0.884821447041288,4.16763005780347,0.863129542150619,4.76416184971098,0.820372162667822,4.3762363519589,0.789249412888735,4.50462427745665,0.784279778397051,0.0528669191415853,0.500342996971608,0.378878479835227,0.605826100072692,-0.440774699355525,0.554465791250773,0.097664607002857,0.438399740085434,0.29332934688725,0.430954508467067,-0.380659092419108,0.532645224653227,0.215872699488406,0.442445920532541,-0.172052798263681,0.339142029987159,-0.0436648727659292,0.293019338646493
