"","country_res_full","D_self_end_mean_country","D_self_end_sd_country","D_other_end_mean_country","D_other_end_sd_country","H_self_end_mean_country","H_self_end_sd_country","H_other_end_mean_country","H_other_end_sd_country","F_self_end_mean_country","F_self_end_sd_country","F_other_end_mean_country","F_other_end_sd_country","D_end_mean_country","D_end_sd_country","H_end_mean_country","H_end_sd_country","F_end_mean_country","F_end_sd_country","D_self_endc_mean_country","D_self_endc_sd_country","D_other_endc_mean_country","D_other_endc_sd_country","H_self_endc_mean_country","H_self_endc_sd_country","H_other_endc_mean_country","H_other_endc_sd_country","F_self_endc_mean_country","F_self_endc_sd_country","F_other_endc_mean_country","F_other_endc_sd_country","D_endc_mean_country","D_endc_sd_country","H_endc_mean_country","H_endc_sd_country","F_endc_mean_country","F_endc_sd_country"
"31","Kenya",4.90251677852349,0.856011708482011,5.1005033557047,0.859744215367426,4.16342281879195,0.905179254922845,4.77114093959732,0.860811738986297,4.58997483221477,0.852586669842281,4.50872483221477,0.924409749611228,5.00141685309471,0.789261288010312,4.46728187919463,0.768275240880694,4.54945935868755,0.799637579604223,0.229779881751358,0.53172254703291,0.427766458932566,0.53378451995672,-0.509314077980185,0.663037542953302,0.0984040428251838,0.445537011190711,-0.0827620645573664,0.474557997152559,-0.164012064557367,0.574033874533049,0.328679956322574,0.413208864022088,-0.205455017577501,0.359353147813946,-0.123277538084585,0.355143188680322
"32","Kosovo",5.32270531400966,0.614877385456956,5.34782608695652,0.596740831595146,4.25797101449275,0.62637944014731,4.65024154589372,0.741677081234594,4.63574879227053,0.690347664407861,4.08623188405797,0.731945342770698,5.33526570048309,0.525987561162281,4.45410628019324,0.579981627018317,4.3610305958132,0.622670771408426,0.605841523682603,0.536942343633906,0.630962296629463,0.510869983531013,-0.458892775834305,0.491182850721966,-0.0666222444333388,0.498254998386252,-0.0811149980565274,0.423721959224863,-0.630631906269088,0.5369690463311,0.618401910156033,0.42921278534993,-0.262757510133822,0.331541789032654,-0.355833194513854,0.339844651993591
"33","Kuwait",5.05916666666667,0.739289916748217,5.23444444444444,0.78869967393634,4.07111111111111,0.836759437532935,4.84333333333333,0.87274689964387,4.68916666666667,0.788150281305404,4.12148148148148,0.807788147444065,5.14685185185185,0.658504006089772,4.45722222222222,0.742788837829415,4.40631172839506,0.713317582227583,0.388856048166393,0.639324920560403,0.564133825944171,0.671565167598284,-0.599199507389163,0.666562674092999,0.17302271483306,0.564203176761818,0.018856048166393,0.466339684948209,-0.548829137018792,0.576497373720469,0.476541233351578,0.528328682751734,-0.213088396278051,0.449582045477608,-0.263998890105212,0.384329097424225
"34","Lebanon",4.80689655172414,0.811228339868977,5.18850574712644,0.841569033959826,3.77241379310345,1.05308954710706,4.31034482758621,1.03598447536615,4.54942528735632,0.81281502847567,3.79770114942529,0.974795984796515,4.99770114942529,0.770982009185062,4.04137931034483,0.987662465191604,4.1735632183908,0.837140727536983,0.402681992337165,0.963094420506883,0.784291187739464,0.985486921457257,-0.631800766283525,0.778305786840149,-0.0938697318007662,0.67067648242143,0.145210727969349,0.434583081904221,-0.606513409961686,0.615997732311922,0.593486590038314,0.927693913373967,-0.362835249042146,0.641973404734548,-0.230651340996169,0.423691735936511
"35","Malaysia",4.7427652733119,0.849100514329915,5.07845659163987,0.78700260106138,3.77684887459807,0.808808984780481,4.49935691318328,0.806065456764617,4.56012861736334,0.739104940070399,3.94662379421222,0.823904854716585,4.91061093247588,0.731756578428677,4.13808503036799,0.701789293690456,4.25337620578778,0.666657417907701,0.308711239235688,0.636950546480259,0.644402557563662,0.629374532532028,-0.657205159478139,0.643229242958502,0.0653028791070702,0.475166788268991,0.126074583287135,0.44640152304901,-0.487430239863991,0.602504630455784,0.476556898399675,0.515950047725547,-0.295969003708221,0.400406706513349,-0.180677828288428,0.336195667091233
"36","Mexico",5.3,0.666354843141714,5.58285714285714,0.660710633027874,3.56785714285714,0.776754718758811,4.28,0.885307734165167,4.13571428571429,0.85873182626169,3.45,0.831787535129688,5.44142857142857,0.580000708792139,3.92404761904762,0.703776132756898,3.79285714285714,0.730688337850629,0.913916256157635,0.599242469031368,1.19677339901478,0.600888696104025,-0.818226600985222,0.577122238347906,-0.106083743842365,0.572026443716912,-0.250369458128079,0.592614981253326,-0.936083743842364,0.586111901095236,1.05534482758621,0.506158615762224,-0.462036124794745,0.364093221705411,-0.593226600985222,0.408190958817881
"37","Morocco",4.91542857142857,0.690278732878277,5.26628571428571,0.647679703524793,4.14057142857143,0.76752304565776,5.09942857142857,0.625097430829432,4.74628571428571,0.664429085645877,4.30514285714286,0.703951782197088,5.09085714285714,0.563779178609116,4.62,0.565278895665722,4.52571428571429,0.584838545920791,0.169904761904762,0.520323534847206,0.520761904761905,0.476142898553674,-0.604952380952381,0.591360409339956,0.353904761904762,0.431526949470084,0.000761904761904769,0.430805392139809,-0.440380952380952,0.524174088191021,0.345333333333333,0.344360884685907,-0.12552380952381,0.312381719998523,-0.219809523809524,0.322032520645385
"38","Namibia",4.8780701754386,0.879053354909708,5.06067251461988,0.88337424310816,4.29495614035088,0.891068499959333,4.78360745614035,0.923965842211348,4.61365131578947,0.885833462503733,4.7281798245614,0.871843233643035,4.96962110136452,0.832891110818422,4.53933966861598,0.800523308916449,4.67114400584795,0.812058982483611,0.151507700445238,0.461308918705678,0.334110039626525,0.482973110787605,-0.431606334642481,0.626443018324467,0.0570449811469927,0.446772278218392,-0.112911159203885,0.437663254426217,0.00161734956804524,0.470148516507782,0.243058626371164,0.374393051121197,-0.187222806377374,0.336159288261158,-0.055418469145405,0.305350445182524
"39","New Zealand",5.04606986899563,0.63049849006489,5.12794759825328,0.664847744643692,3.16069868995633,0.734149132184837,3.77903930131004,0.81278001557112,3.81048034934498,0.71172771984789,3.27772925764192,0.743204356722135,5.08700873362445,0.533738782217188,3.46986899563319,0.669518339796593,3.54410480349345,0.655290686417025,1.01243501767519,0.607778870639127,1.09431274693283,0.689439460405911,-0.872936161364109,0.501850743597168,-0.254595550010397,0.540059028881819,-0.223154501975463,0.483102499811665,-0.755905593678519,0.480055408810076,1.05337388230401,0.536155402338553,-0.563765855687253,0.346728450068809,-0.489530047826991,0.363141794077217
"40","Nigeria",5.16440793976728,0.731630339378288,5.21409993155373,0.7321178079618,4.44281314168378,0.871744202575538,5.16129363449692,0.663748063492973,5.13439425051335,0.726435567941277,4.8258726899384,0.803431432085729,5.18925393566051,0.665665204658885,4.80194257032039,0.666788124003289,4.98017339721652,0.692992695879452,0.173850241203833,0.483377197073626,0.223542232990281,0.547128639508992,-0.547744556879671,0.636819408497728,0.170735935933471,0.380186034768923,0.143836551949898,0.395621017375463,-0.164685008625051,0.518041585396704,0.198696237097057,0.417099600800124,-0.188615128243056,0.345807337487527,-0.0103843013469309,0.325694744837632
"41","North Macedonia",5.10705128205128,0.665513575297382,5.18782051282051,0.741757966498537,3.91891025641026,0.779393839591707,4.49679487179487,0.899726280047986,4.2926282051282,0.82089482364361,3.31538461538462,0.901599425255514,5.1474358974359,0.585291168141685,4.20787037037037,0.723705147076116,3.80391737891738,0.762018472176807,0.720579133510168,0.646030603506816,0.801348364279399,0.684562130259403,-0.467561892130858,0.578888821111314,0.110322723253758,0.559169018086974,-0.0938439434129089,0.547522979400088,-1.0710875331565,0.633663851209087,0.760963748894783,0.537586808847112,-0.178601778170744,0.373065592325975,-0.582554769623735,0.433356208909233
