Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,Dictator_decision object-100 Response,Dictator_decision object-100 Quantised
1,1747920772724,22/05/2025 13:32,1747931572724,3.5,22/05/2025 19:32,225484,3,questionnaire-y8yi,,46395747,BLINDED,13479004,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,384x854,384x756,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749116718697,05/06/2025 09:45,1749127518697,3.5,05/06/2025 15:45,225484,3,questionnaire-y8yi,,46871823,BLINDED,13581143,,complete,,,mobile,undefined K,Android 12,Chrome 136.0.7103.125,412x915,411x771,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749279041224,07/06/2025 06:50,1749289841224,3.5,07/06/2025 12:50,225484,3,questionnaire-y8yi,,46945581,BLINDED,13595481,,complete,,,mobile,undefined K,Android 10,Chrome 131.0.6778.39,393x851,393x720,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749286942726,07/06/2025 09:02,1749297742726,3.5,07/06/2025 15:02,225484,3,questionnaire-y8yi,,46947106,BLINDED,13595716,,complete,,,mobile,undefined K,Android 14,Chrome 136.0.7103.127,393x873,392x735,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749287006816,07/06/2025 09:03,1749297806816,3.5,07/06/2025 15:03,225484,3,questionnaire-y8yi,,46947139,BLINDED,13595746,,complete,,,mobile,undefined K,Android 13,Chrome 136.0.7103.125,393x873,392x735,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749287684218,07/06/2025 09:14,1749298484218,3.5,07/06/2025 15:14,225484,3,questionnaire-y8yi,,46947433,BLINDED,13595799,,complete,,,mobile,undefined K,Android 10,Chrome 137.0.0.0,407x904,406x798,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۳,4
1,1749287989762,07/06/2025 09:19,1749298789762,3.5,07/06/2025 15:19,225484,3,questionnaire-y8yi,,46947585,BLINDED,13595801,,complete,,,mobile,undefined K,Android 11,Chrome 136.0.7103.125,393x873,392x736,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749288932932,07/06/2025 09:35,1749299732932,3.5,07/06/2025 15:35,225484,3,questionnaire-y8yi,,46947976,BLINDED,13595826,,complete,,,mobile,undefined K,Android 10,Chrome 137.0.0.0,393x873,392x736,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749288586685,07/06/2025 09:29,1749299386685,3.5,07/06/2025 15:29,225484,3,questionnaire-y8yi,,46947842,BLINDED,13595839,,complete,,,mobile,Apple iPhone,iOS 15.1.1,Mobile Safari 15.1.1,390x844,390x648,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749289041444,07/06/2025 09:37,1749299841444,3.5,07/06/2025 15:37,225484,3,questionnaire-y8yi,,46948030,BLINDED,13595849,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 136.0.0.0,1440x900,1440x778,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749307122030,07/06/2025 14:38,1749321522030,4.5,07/06/2025 22:38,225484,3,questionnaire-y8yi,,46953548,BLINDED,13596748,,complete,,,mobile,undefined K,Android 10,Chrome 78.0.3904.108,360x780,360x650,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۳,4
1,1749495795041,09/06/2025 19:03,1749506595041,3.5,10/06/2025 01:03,225484,3,questionnaire-y8yi,,47006120,BLINDED,13608461,,complete,,,mobile,undefined K,Android 12,Chrome 136.0.7103.127,412x915,411x780,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1751717459158,05/07/2025 12:10,1751728259158,3.5,05/07/2025 18:10,225484,3,questionnaire-y8yi,,47808085,BLINDED,13771614,,live,,,mobile,undefined K,Android 14,Chrome 138.0.7204.45,360x780,360x643,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۴,5
1,1752339436721,12/07/2025 16:57,1752350236721,3.5,12/07/2025 22:57,225484,3,questionnaire-y8yi,,48064067,BLINDED,13814330,,complete,,,mobile,undefined K,Android 12,Chrome 138.0.7204.67,393x873,392x735,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1752667007219,16/07/2025 11:56,1752677807219,3.5,16/07/2025 17:56,225484,3,questionnaire-y8yi,,48132745,BLINDED,13830600,,live,,,mobile,undefined K,Android 15,Chrome 138.0.7204.67,412x915,411x782,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۶,7
1,1752743924887,17/07/2025 09:18,1752754724887,3.5,17/07/2025 15:18,225484,3,questionnaire-y8yi,,48146402,BLINDED,13834483,,live,,,mobile,undefined K,Android 15,Chrome 138.0.7204.67,412x915,411x782,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۱۰,11
1,1752905663725,19/07/2025 06:14,1752916463725,3.5,19/07/2025 12:14,225484,3,questionnaire-y8yi,,48193984,BLINDED,13845708,,live,,,mobile,undefined K,Android 11,Chrome 138.0.7204.157,393x851,392x718,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1747076531298,12/05/2025 19:02,1747087331298,3.5,13/05/2025 01:02,225484,3,questionnaire-y8yi,,46102870,BLINDED,13404879,,complete,,,mobile,undefined K,Android 11,Chrome 135.0.7049.111,412x892,411x756,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1747077578425,12/05/2025 19:19,1747088378425,3.5,13/05/2025 01:19,225484,3,questionnaire-y8yi,,46103272,BLINDED,13405097,,complete,,,mobile,Apple iPhone,iOS 18.2.1,Mobile Safari 18.2.1,393x852,393x649,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۶,7
1,1747076833009,12/05/2025 19:07,1747087633009,3.5,13/05/2025 01:07,225484,3,questionnaire-y8yi,,46102980,BLINDED,13404987,,complete,,,mobile,undefined K,Android 13,Chrome 136.0.7103.60,385x854,384x718,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1747075266125,12/05/2025 18:41,1747086066125,3.5,13/05/2025 00:41,225484,3,questionnaire-y8yi,,46102360,BLINDED,13404820,,complete,,,mobile,undefined K,Android 13,Chrome 135.0.7049.113,384x854,384x718,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1747074771104,12/05/2025 18:32,1747085571104,3.5,13/05/2025 00:32,225484,3,questionnaire-y8yi,,46102174,BLINDED,13404754,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1536x864,1485x711,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
1,1749483823921,09/06/2025 15:43,1749494623921,3.5,09/06/2025 21:43,225484,3,questionnaire-y8yi,,46999211,BLINDED,13606557,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,384x832,384x700,,,0,Dictator Game and Ultimatum Game Instructions,7,consent,۵,6
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
