Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,Consent object-7 Response,Consent object-7 Quantised
1,1751716837141,05/07/2025 12:00,1751727637141,3.5,05/07/2025 18:00,225484,3,questionnaire-273y,,47808013,BLINDED,13771614,,live,,,mobile,undefined K,Android 14,Chrome 138.0.7204.45,360x780,360x643,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1751721748745,05/07/2025 13:22,1751732548745,3.5,05/07/2025 19:22,225484,3,questionnaire-273y,,47808572,BLINDED,13771715,,live,,,mobile,undefined K,Android 14,Chrome 137.0.7151.117,412x918,411x821,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1752338817298,12/07/2025 16:46,1752349617298,3.5,12/07/2025 22:46,225484,3,questionnaire-273y,,48063923,BLINDED,13814330,,complete,,,mobile,undefined K,Android 12,Chrome 138.0.7204.67,393x873,392x735,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1752666599936,16/07/2025 11:49,1752677399936,3.5,16/07/2025 17:49,225484,3,questionnaire-273y,,48132549,BLINDED,13830600,,live,,,mobile,undefined K,Android 15,Chrome 138.0.7204.67,412x915,411x782,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1752686059683,16/07/2025 17:14,1752696859683,3.5,16/07/2025 23:14,225484,3,questionnaire-273y,,48138553,BLINDED,13832391,,live,,,mobile,undefined K,Android 15,Chrome 138.0.7204.67,412x915,411x782,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1752743703222,17/07/2025 09:15,1752754503222,3.5,17/07/2025 15:15,225484,3,questionnaire-273y,,48146279,BLINDED,13834483,,live,,,mobile,undefined K,Android 15,Chrome 138.0.7204.67,412x915,411x782,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1752904810557,19/07/2025 06:00,1752915610557,3.5,19/07/2025 12:00,225484,3,questionnaire-273y,,48193913,BLINDED,13845708,,live,,,mobile,undefined K,Android 11,Chrome 138.0.7204.157,393x851,392x718,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749286557993,07/06/2025 08:55,1749297357993,3.5,07/06/2025 14:55,225484,3,questionnaire-273y,,46946963,BLINDED,13595760,,live,,,mobile,undefined K,Android 15,Chrome 136.0.7103.125,360x800,360x694,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749286506925,07/06/2025 08:55,1749297306925,3.5,07/06/2025 14:55,225484,3,questionnaire-273y,,46946944,BLINDED,13595755,,live,,,mobile,undefined K,Android 15,Chrome 136.0.7103.125,360x800,360x694,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749151816927,05/06/2025 19:30,1749162616927,3.5,06/06/2025 01:30,225484,3,questionnaire-273y,,46891898,BLINDED,13585840,,live,,,mobile,undefined K,Android 13,Chrome 136.0.7103.125,412x915,411x776,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1748239823066,26/05/2025 06:10,1748250623066,3.5,26/05/2025 12:10,225484,3,questionnaire-273y,,46494313,BLINDED,13501437,,live,,,mobile,undefined K,Android 15,Chrome 136.0.7103.61,491x1091,491x944,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747338612108,15/05/2025 19:50,1747349412108,3.5,16/05/2025 01:50,225484,3,questionnaire-273y,,46229256,BLINDED,13432339,,live,,,mobile,undefined undefined,Android 11,Firefox 138.0,378x840,378x717,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747303028601,15/05/2025 09:57,1747313828601,3.5,15/05/2025 15:57,225484,3,questionnaire-273y,,46207331,BLINDED,13427811,,live,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,360x780,360x655,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747302516516,15/05/2025 09:48,1747313316516,3.5,15/05/2025 15:48,225484,3,questionnaire-273y,,46206894,BLINDED,13427732,,live,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,360x780,360x655,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747292269711,15/05/2025 06:57,1747303069711,3.5,15/05/2025 12:57,225484,3,questionnaire-273y,,46196619,BLINDED,13426010,,live,,,mobile,undefined K,Android 12,Chrome 136.0.7103.60,412x915,411x780,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747220085766,14/05/2025 10:54,1747227285766,2,14/05/2025 14:54,225484,3,questionnaire-273y,,46165443,BLINDED,13419245,,live,,,mobile,Apple iPhone,iOS 18.4.1,Mobile Safari 18.4.1,390x844,390x648,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747150789629,13/05/2025 15:39,1747161589629,3.5,13/05/2025 21:39,225484,3,questionnaire-273y,,46138645,BLINDED,13413503,,live,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,424x918,423x780,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747141415134,13/05/2025 13:03,1747152215134,3.5,13/05/2025 19:03,225484,3,questionnaire-273y,,46129582,BLINDED,13411222,,live,,,mobile,undefined K,Android 13,Chrome 136.0.7103.60,412x915,411x780,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747075372613,12/05/2025 18:42,1747086172613,3.5,13/05/2025 00:42,225484,3,questionnaire-273y,,46102397,BLINDED,13404879,,complete,,,mobile,undefined K,Android 11,Chrome 135.0.7049.111,412x892,411x756,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747077188895,12/05/2025 19:13,1747087988895,3.5,13/05/2025 01:13,225484,3,questionnaire-273y,,46103128,BLINDED,13405097,,complete,,,mobile,Apple iPhone,iOS 18.2.1,Mobile Safari 18.2.1,393x852,393x649,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747077939454,12/05/2025 19:25,1747088739454,3.5,13/05/2025 01:25,225484,3,questionnaire-273y,,46103414,BLINDED,13405204,,live,,,mobile,undefined K,Android 11,Chrome 134.0.6998.135,393x851,392x719,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747076138908,12/05/2025 18:55,1747086938908,3.5,13/05/2025 00:55,225484,3,questionnaire-273y,,46102729,BLINDED,13404987,,complete,,,mobile,undefined K,Android 13,Chrome 136.0.7103.60,385x854,384x718,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747076241037,12/05/2025 18:57,1747087041037,3.5,13/05/2025 00:57,225484,3,questionnaire-273y,,46102768,BLINDED,13404996,,live,,,mobile,undefined K,Android 14,Chrome 136.0.7103.60,384x824,384x692,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747074863404,12/05/2025 18:34,1747085663404,3.5,13/05/2025 00:34,225484,3,questionnaire-273y,,46102210,BLINDED,13404820,,complete,,,mobile,undefined K,Android 13,Chrome 135.0.7049.113,384x854,384x718,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747074275890,12/05/2025 18:24,1747085075890,3.5,13/05/2025 00:24,225484,3,questionnaire-273y,,46101905,BLINDED,13404754,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1536x864,1485x711,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749483113270,09/06/2025 15:31,1749493913270,3.5,09/06/2025 21:31,225484,3,questionnaire-273y,,46998711,BLINDED,13606557,,complete,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,384x832,384x700,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749306498888,07/06/2025 14:28,1749317298888,3.5,07/06/2025 20:28,225484,3,questionnaire-273y,,46953341,BLINDED,13596764,,live,,,mobile,undefined K,Android 11,Chrome 136.0.7103.125,393x851,392x767,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749305594799,07/06/2025 14:13,1749316394799,3.5,07/06/2025 20:13,225484,3,questionnaire-273y,,46953107,BLINDED,13596719,,live,,,mobile,undefined K,Android 10,Chrome 136.0.0.0,393x873,392x735,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749294574996,07/06/2025 11:09,1749305374996,3.5,07/06/2025 17:09,225484,3,questionnaire-273y,,46949990,BLINDED,13596186,,live,,,mobile,Apple iPhone,iOS 17.5.1,Mobile Safari 17.5.1,414x896,414x703,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1749288670819,07/06/2025 09:31,1749299470819,3.5,07/06/2025 15:31,225484,3,questionnaire-273y,,46947874,BLINDED,13595903,,live,,,mobile,undefined K,Android 15,Chrome 137.0.7151.61,407x904,406x797,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747301314927,15/05/2025 09:28,1747312114927,3.5,15/05/2025 15:28,225484,3,questionnaire-273y,,46202289,BLINDED,13427004,,live,,,mobile,undefined K,Android 14,Chrome 136.0.7103.60,384x832,384x696,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
1,1747073869747,12/05/2025 18:17,1747084669747,3.5,13/05/2025 00:17,225484,3,questionnaire-273y,,46101692,BLINDED,13404714,,live,,,mobile,Apple iPhone,iOS 18.0.1,Mobile Safari 18.0.1,390x844,390x663,,,0,Consent form Mehdinejad,3,consent,موافقم.,1
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
