"","country_res_full","D_self_norm_mean_country","D_self_norm_sd_country","D_other_norm_mean_country","D_other_norm_sd_country","H_self_norm_mean_country","H_self_norm_sd_country","H_other_norm_mean_country","H_other_norm_sd_country","F_self_norm_mean_country","F_self_norm_sd_country","F_other_norm_mean_country","F_other_norm_sd_country","D_norm_mean_country","D_norm_sd_country","H_norm_mean_country","H_norm_sd_country","F_norm_mean_country","F_norm_sd_country","D_self_normc_mean_country","D_self_normc_sd_country","D_other_normc_mean_country","D_other_normc_sd_country","H_self_normc_mean_country","H_self_normc_sd_country","H_other_normc_mean_country","H_other_normc_sd_country","F_self_normc_mean_country","F_self_normc_sd_country","F_other_normc_mean_country","F_other_normc_sd_country","D_normc_mean_country","D_normc_sd_country","H_normc_mean_country","H_normc_sd_country","F_normc_mean_country","F_normc_sd_country"
"44","Poland",3.9854103343465,0.860586274279945,3.58723404255319,1.01733286501052,4.53586626139818,0.693932780280589,4.75866261398176,0.723844403233032,4.48926038500507,0.783637090460972,4.04427558257346,0.847278643453958,3.78632218844985,0.845704429025013,4.64726443768997,0.628980567279291,4.26676798378926,0.741285688091857,-0.247798655245464,0.781211972535727,-0.645974947038777,0.907944464100861,0.302657271806208,0.576322031092014,0.525453624389795,0.524489337617887,0.256051395413098,0.593034952629712,-0.188933407018513,0.620406986925978,-0.44688680114212,0.738076000409192,0.414055448098001,0.443269575533387,0.033558994197292,0.501814725774071
"45","Portugal",4.38791540785498,0.972518850220706,4.24894259818731,1.11590041087817,4.46646525679758,0.918328132334916,4.75045317220544,0.784523464747809,4.7178247734139,0.79834076766993,4.30876132930514,0.813679618554847,4.31842900302115,0.9751729964342,4.60845921450151,0.755738278810049,4.51329305135952,0.732247496191584,-0.0921450151057402,0.839319147141744,-0.231117824773414,1.00387219625406,-0.013595166163142,0.780947235371555,0.270392749244713,0.495395852493545,0.237764350453172,0.544566522256895,-0.171299093655589,0.635598308366615,-0.161631419939577,0.843538417052517,0.128398791540785,0.519024422278079,0.0332326283987915,0.486563559642409
"46","Romania",3.83849372384937,1.1706506240584,3.63723849372385,1.3080761513133,4.5347280334728,0.859383420241549,4.64853556485356,0.876808074894383,4.54853556485356,0.968057960926732,4.15020920502092,0.919546624091108,3.73786610878661,1.16257559744363,4.59163179916318,0.748536695759562,4.34937238493724,0.8714368141161,-0.387796373779637,1.02410378625326,-0.58905160390516,1.14778616253185,0.308437935843794,0.744834483218143,0.422245467224547,0.58152331921131,0.322245467224547,0.74588101148593,-0.0760808926080893,0.774258092448631,-0.488423988842399,0.996965289821498,0.36534170153417,0.503105299509262,0.123082287308229,0.6678009094858
"47","Russia",4.0694623655914,1.05805895050127,3.90290322580645,1.16659600400445,4.42306451612903,0.83227296040052,4.8258064516129,0.87797307827281,4.69069892473118,0.836054056355249,4.30215053763441,0.853490221380092,3.98621607782898,1.02623794181862,4.62415770609319,0.729244096962004,4.49653225806452,0.774500883780532,-0.299419990465597,0.851715497624273,-0.465979130250543,0.951460564335225,0.0541821600720377,0.741667029924785,0.456924095555909,0.519429759719591,0.321816568674188,0.582891564109536,-0.066731818422586,0.671639207408566,-0.382666278228013,0.792390058903731,0.255275350036195,0.459172257816884,0.127649902007522,0.529886374748
"48","Saudi Arabia",4.28079470198676,1.11455313806554,4.36158940397351,1.18742640064706,4.81324503311258,0.868920824677656,5.2728476821192,0.648067257295047,4.91523178807947,0.754166059907309,4.54900662251656,0.755854267229592,4.32119205298013,1.07892596418989,5.04304635761589,0.639636348120277,4.73208241353937,0.675770607883771,-0.418139605693842,0.816607951858821,-0.337344903707087,0.886807732151489,0.114310725431986,0.868007618242401,0.573913374438608,0.520309097664444,0.216297480398873,0.504879403402751,-0.14992768516404,0.561750727922665,-0.377742254700464,0.751408284065168,0.344112049935297,0.577673579357798,0.0331481058587704,0.414600378174465
"49","Serbia",4.11653543307087,1.10227733969705,3.57361477572559,1.18211556807659,4.76200527704485,0.828482510264006,4.91102362204724,0.921488642285721,4.48582677165354,0.910990589481306,3.97150395778364,0.949425115313192,3.84750656167979,1.04859571662796,4.83799941673957,0.764379333977237,4.22677165354331,0.863540644723281,-0.187374423024708,0.932601997842452,-0.730315712855973,0.999922594113988,0.458074788463288,0.75182551113855,0.60711376595167,0.560157678563638,0.181916915557969,0.585846723667282,-0.332426530797926,0.767786760148973,-0.456403294415784,0.853613029426099,0.534089560644,0.506404004040739,-0.077138202552267,0.589110395326545
"50","Singapore",4.40581039755352,0.964967592584427,4.5308868501529,0.934279097455956,4.51009174311927,0.780350513598037,4.78593272171254,0.711464596983126,4.96452599388379,0.716819195677383,4.64587155963303,0.788085991161331,4.46843357118586,0.890493977480463,4.6480122324159,0.652028942748094,4.80519877675841,0.696223736338718,-0.234746388273753,0.740912515961175,-0.109669935674365,0.680759607100433,-0.130465042708004,0.591197241301152,0.145375935885268,0.423563304876754,0.323969208056522,0.477205558690433,0.00531477380575773,0.565611609805054,-0.172123214641405,0.630170080925387,0.00745544658863237,0.363369466858131,0.16464199093114,0.437142615011332
"51","Slovakia",4.10656934306569,1.03436939997928,3.76423357664234,1.15281069016845,4.47591240875912,0.744063247877353,4.78905109489051,0.746977188712394,4.52481751824818,0.908912405818199,4.16843065693431,0.938335806051073,3.93540145985401,1.01672210112381,4.63248175182482,0.655997722927677,4.34679643146796,0.850373792276417,-0.19830942193137,0.823462816208251,-0.540645188354728,0.909611812738707,0.17103364376206,0.671137165588834,0.484172329893447,0.487438776707596,0.219938753251112,0.608286663690521,-0.136448108062757,0.661605369442802,-0.369477305143049,0.766172232072695,0.327602986827754,0.467484033816631,0.0419176664709008,0.523234663801769
"52","South Africa",4.61102661596958,1.25431525959038,4.6844557390936,1.31570667362227,4.25350427350427,1.28998444820244,4.62432318104907,1.09023065787651,4.51997016197783,1.20481444547291,4.23331204767986,1.274431460133,4.63826708797605,1.18632175408744,4.42326106594399,1.00232970252052,4.37793669272133,1.06673345031726,0.122407237445916,0.926626834873939,0.193959310052724,0.953467022230025,-0.23511199528441,1.13284185689607,0.148281696715094,0.732950431912879,0.0460306611400182,0.811723653819535,-0.241043877805669,0.94441553873644,0.156636483022417,0.806321143626129,-0.057018480693838,0.690477840945568,-0.102646182313799,0.619252792582857
"53","Spain",4.60704225352113,0.899174619224485,4.40739436619718,1.04840406192009,4.32629107981221,0.878990784808956,4.60657276995305,0.862038072373539,4.45070422535211,0.845562518970648,3.96537558685446,0.877418392258325,4.50721830985916,0.881327112533984,4.46653625456442,0.74259646572819,4.20808555033907,0.778511029366619,0.213113161728995,0.719526493094756,0.0134652744050508,0.912084262679498,-0.0676380119799256,0.763740393868139,0.21264367816092,0.545081022752591,0.0567751335599806,0.562174462008156,-0.428553504937672,0.581033576712454,0.113289218067023,0.705487406747911,0.0726071627722914,0.48349401489785,-0.185843541453061,0.436418685588243
"54","Switzerland",4.26153846153846,0.782413535268236,4.34285714285714,0.934896649920058,4.13846153846154,0.777855917930711,4.47252747252747,0.780037881425702,4.8043956043956,0.733320013199041,4.37802197802198,0.832906850574433,4.3021978021978,0.787820907733339,4.3054945054945,0.698627644801282,4.59120879120879,0.739616770383803,-0.138095238095238,0.6832126619481,-0.0567765567765568,0.891350681366601,-0.261172161172161,0.648916737154774,0.072893772893773,0.465975999167659,0.404761904761905,0.512764750733079,-0.0216117216117217,0.653166524933095,-0.0974358974358974,0.712883741482365,-0.0941391941391942,0.447699011726709,0.191575091575092,0.525417961941445
"55","Taiwan",4.07593984962406,0.911366411489321,4.55563909774436,0.980405271136965,4.14586466165414,0.692876016374678,4.69172932330827,0.623567957929019,4.80751879699248,0.694302860363898,4.45263157894737,0.883011908068889,4.31578947368421,0.852905542803763,4.4187969924812,0.564369793923104,4.63007518796992,0.705823213998928,-0.378947368421053,0.726445337988545,0.100751879699248,0.772183771105776,-0.309022556390977,0.493031146945365,0.236842105263158,0.410690744166637,0.352631578947368,0.469474223534102,-0.00225563909774436,0.745645027575705,-0.139097744360902,0.627336872689278,-0.0360902255639097,0.299882439936897,0.175187969924812,0.505469524724252
"56","Thailand",4.4012987012987,1.01737267892149,4.70844155844156,1.05388694537975,4.46298701298701,0.784578668539494,5.08376623376623,0.73008595979738,5.2025974025974,0.678372074354178,4.93051948051948,0.821520630415985,4.55487012987013,0.939961006200008,4.77337662337662,0.644348238517861,5.06655844155844,0.66569146032675,-0.396969696969697,0.851307683597113,-0.0898268398268399,0.885977362802732,-0.335281385281385,0.658964596677302,0.285497835497835,0.514803306203271,0.404329004329004,0.497051768280088,0.132251082251082,0.660469774697319,-0.243398268398268,0.752000393765079,-0.0248917748917749,0.436484188083354,0.268290043290043,0.466093449256876
"57","The Netherlands",4.65735294117647,0.774370219903095,4.39816176470588,0.943994822809,3.90294117647059,0.901352167494756,4.08970588235294,0.906542427089483,4.32352941176471,0.759359895557036,3.375,0.945456973578856,4.52712418300654,0.767975580584909,3.99632352941176,0.817712082648247,3.84926470588235,0.766328072431743,0.533375591615957,0.785843393072867,0.274184415145368,0.992587469862138,-0.221036173089926,0.65698765388626,-0.0342714672075726,0.615357991008108,0.199552062204192,0.568136513036362,-0.748977349560514,0.662449014849318,0.403146833446022,0.803374452305858,-0.127653820148749,0.506630749517629,-0.274712643678161,0.482503307783774
"58","Turkey",3.94827343199436,1.25816959520392,3.67649234020074,1.37584567673245,4.9510290237467,0.790397589324497,4.9649577167019,0.870178928644482,4.8932910723719,0.858647344655344,4.34928609201481,0.993286069032198,3.81240241826613,1.23509516022832,4.9572266197596,0.745454987934051,4.62083113224159,0.839546151008935,-0.515776324717784,1.09965643366386,-0.787840538668453,1.17542366498737,0.488505467177107,0.692197244713704,0.500907959989756,0.680375588332087,0.429222324511685,0.611331206577094,-0.114744653463449,0.862495727531917,-0.651930460603066,1.04072132635535,0.494703063190007,0.575929467640057,0.15676238438138,0.633919935450164
"59","Ukraine",4.08240740740741,0.987657351904488,3.73101851851852,1.06213499460099,4.55231481481481,0.709788513296966,4.72418981481481,0.752350865404967,4.48194444444444,0.923248535170938,3.99398148148148,1.01142470539881,3.90671296296296,0.923363332157303,4.63824588477366,0.628970457490347,4.23796296296296,0.898461442590772,-0.178485525755641,0.949401407092812,-0.52987441464453,0.954648937608877,0.291421881651767,0.594247535671615,0.463296881651767,0.509233713134152,0.221051511281396,0.72710304244857,-0.266911451681567,0.840530257421646,-0.354179970200085,0.840927916258528,0.377352951610614,0.408563778138478,-0.0229299702000852,0.697949884747284
"60","United Arab Emirates",4.28387096774194,1.28013748600599,4.64193548387097,1.12038465102894,4.78387096774194,0.798604017345492,5.18387096774194,0.71819298479281,5.01935483870968,0.733918008034403,4.8258064516129,0.785511315958388,4.46290322580645,1.13314213814302,4.98387096774194,0.627823079492392,4.92258064516129,0.710672587185285,-0.505913978494624,1.00509674191237,-0.147849462365591,0.75273928334938,-0.00591397849462361,0.745515413049696,0.394086021505376,0.565251340634584,0.229569892473118,0.529119447184027,0.0360215053763441,0.4909860858581,-0.326881720430107,0.790836377018619,0.194086021505376,0.505003172041775,0.132795698924731,0.433290957805477
"61","United Kingdom",4.50311284046693,0.897750078594525,4.17898832684825,1.14399276324573,4.415953307393,0.866429547948499,4.61945525291829,0.87562336188166,4.53929961089494,0.91811543976811,4.12256809338521,0.973727199526102,4.34105058365759,0.930890529935102,4.51770428015564,0.777195551984524,4.33093385214008,0.874612865347815,0.106549935149157,0.81271724567235,-0.21757457846952,1.00320271047922,0.0193904020752269,0.74656250447306,0.222892347600519,0.57544620657927,0.142736705577172,0.589210797541273,-0.273994811932555,0.655217075843766,-0.0555123216601816,0.801674719320977,0.121141374837873,0.538118633931888,-0.0656290531776912,0.507589149333778
"62","United States",4.46100190234623,0.986923261187791,4.1647114774889,1.21458425281418,4.52057704502219,0.902328760590323,4.62371591629677,0.846114223761387,4.66743817374762,0.87402245983333,4.26544071020926,0.908576771906604,4.31287254280279,1.01654107939855,4.57216937927147,0.775925409522513,4.4664271119566,0.823622364811971,0.0105117384237494,0.803789603063039,-0.285778686433575,1.01817215368375,0.0700868810997165,0.773147765045623,0.173225752374288,0.545878536100742,0.216948009825145,0.553440553474806,-0.18504945371322,0.599997706462222,-0.137617621119687,0.806290773437056,0.121679215348994,0.533742155459536,0.0159369480341208,0.465601260893803
"63","Uzbekistan",4.45555555555556,1.0142520224821,4.36543209876543,1.15823769457414,4.26712962962963,0.964490133015354,4.81064814814815,0.997146651770303,4.60740740740741,0.947471174685809,4.21342592592593,0.867928204573125,4.41030276308054,1.03127446905854,4.53921222810112,0.878168132117314,4.41021090534979,0.832127444278435,0.00272017503887681,0.715012371622441,-0.0874032817512467,0.680387428068882,-0.185705750887049,0.680824668099684,0.357812767631469,0.472465702191706,0.154572026890729,0.448293583400784,-0.239409454590753,0.617914545783773,-0.0425326174361378,0.603862285070376,0.0863768475844382,0.388888069107102,-0.0426244751668845,0.399683728361999
"64","Vietnam",4.46011560693642,0.900693523773006,4.69364161849711,1.03598903923768,4.48323699421965,0.817260694236791,4.86705202312139,0.747173731127616,5.05780346820809,0.77931829675834,4.72138728323699,0.781065413736275,4.57662170841362,0.916440002971571,4.67514450867052,0.705226012705029,4.88959537572254,0.72529573629987,-0.25381037804797,0.663561483182554,-0.0202843664872765,0.699194009351288,-0.230688990764733,0.589950937360803,0.153126038137001,0.41249916172284,0.343877483223706,0.44678831521209,0.00746129825260782,0.503571808644387,-0.137304276570771,0.601637669341194,-0.0387814763138663,0.378616889530194,0.175669390738157,0.379415331176562
