"","AGE_W1_CORE","ATTVIO12_W6","ATTVIO1_W6","COUNTRY_W6","DFH1_W6","DFH2_W6","DFH3_W6","DFH4_W6","DFH5_W6","DFH6_W6","DFH7_W6","DFH8_W6","DFH9_W6","DFH10_W6","DFH11_W6","DFH12_W6","DFH13_W6","DFH14_W6","DFH15_W6","DFH16_W6","DFH17_W6","DFH18_W6","DFH19_W6","DFH20_W6","DFH21_W6","DFH22_W6","DFH23_W6","DFH24_W6","DFH25_W6","DFH26_W6","DFH27_W6","DFH28_W6","DFH29_W6","DFH30_W6","DFHNORMS1_W6","DFHNORMS2_W6","DFHNORMS3_W6","DFHNORMS4_W6","DFHNORMS5_W6","DFHNORMS6_W6","DFHNORMS7_W6","DFHNORMS8_W6","DFHNORMS9_W6","DFHNORMS10_W6","DFHNORMS11_W6","DFHNORMS12_W6","DFHNORMS13_W6","DFHNORMS14_W6","DFHNORMS15_W6","DFHNORMS16_W6","DFHNORMS17_W6","DFHNORMS18_W6","DFHNORMS19_W6","DFHNORMS20_W6","DFHNORMS21_W6","DFHNORMS22_W6","DFHNORMS23_W6","DFHNORMS24_W6","DFHNORMS25_W6","DFHNORMS26_W6","DFHNORMS27_W6","DFHNORMS28_W6","DFHNORMS29_W6","DFHNORMS30_W6","EDUCATION_W6","ETHNICITY_SA_CORE","GENDER_CORE","RELIGION_W2_CORE","SELFFACE1_W6","SELFFACE2_W6","SELFFACE3_W6","SELFFACE4_W6","SELFFACE5_W6","SELFFACE6_W6","SELFFACE7_W6","SELFFACE8_W6","SELFFACE9_W6","SELFFACE10_W6","SELFFACE11_W6","SELFFACE12_W6","SELFFACE13_W6"
"2128","NA","1","5","South Africa","6","6","6","6","4","6","6","6","6","6","6","4","6","3","6","6","6","4","4","2","4","6","5","6","1","3","4","5","6","6","NA","NA","6","NA","6","6","NA","NA","NA","NA","6","NA","NA","1","NA","NA","NA","NA","NA","NA","5","NA","NA","6","NA","NA","4","NA","6","6","1","available upon request","0","NA","3","0","1","6","7","6","2","6","2","6","6","7","7"
"2129","20","1","2","South Africa","5","6","6","6","6","6","6","6","6","6","6","2","6","2","6","6","5","6","6","6","6","5","6","5","6","4","5","5","5","5","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","5","NA","NA","NA","5","NA","NA","NA","NA","3","5","3","NA","NA","5","6","6","1","available upon request","0","christianity","3","1","7","7","6","6","7","6","7","6","7","6","7"
"2130","18","1","5","South Africa","6","6","6","6","2","6","6","6","6","6","6","2","6","1","6","6","2","6","5","6","6","3","3","5","2","6","6","3","6","6","NA","NA","5","5","NA","NA","NA","NA","NA","5","NA","NA","NA","1","6","6","NA","6","5","NA","NA","3","NA","5","NA","NA","NA","NA","NA","NA","5","available upon request","0","christianity","2","0","6","6","6","6","6","1","6","3","6","6","6"
"2131","NA","2","3","South Africa","6","6","6","5","6","6","6","5","6","5","6","4","5","3","6","6","5","5","6","6","6","6","5","5","5","5","4","5","5","3","NA","NA","NA","NA","5","NA","NA","5","NA","NA","NA","5","NA","NA","5","NA","5","NA","NA","4","NA","2","5","NA","NA","5","NA","NA","5","NA","1","available upon request","0","NA","5","0","4","6","6","4","4","2","4","6","6","6","6"
"2132","NA","1","5","South Africa","4","5","4","4","4","5","6","6","4","4","6","1","4","1","5","4","2","4","5","4","4","4","6","5","3","5","5","4","4","6","5","4","NA","NA","NA","NA","4","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","4","NA","4","NA","4","NA","NA","3","NA","NA","2","available upon request","0","NA","1","0","2","6","6","5","7","7","7","7","7","5","3"
"2133","NA","1","5","South Africa","6","6","5","6","6","6","6","6","6","6","6","1","6","1","6","6","6","5","6","5","6","5","6","6","1","1","2","5","6","6","NA","6","NA","NA","6","6","6","NA","NA","NA","6","NA","NA","1","NA","NA","NA","5","NA","1","NA","6","NA","NA","6","NA","NA","NA","NA","NA","1","available upon request","0","NA","1","0","7","7","7","7","6","7","1","1","7","6","4"
"2134","19","2","4","South Africa","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","3","5","5","5","5","5","5","5","2","2","5","5","5","5","5","5","NA","5","NA","5","5","NA","5","NA","5","NA","NA","NA","5","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","available upon request","0","other","1","1","6","2","6","5","2","2","2","2","2","6","6"
"2135","NA","3","1","South Africa","4","4","4","4","4","4","5","4","4","5","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","NA","4","4","NA","NA","NA","NA","4","NA","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","4","4","NA","NA","NA","NA","4","4","NA","2","available upon request","0","NA","3","0","4","4","4","4","4","4","4","4","4","4","4"
"2136","NA","3","5","South Africa","4","5","4","5","3","4","4","4","5","4","4","5","4","3","5","5","4","5","5","5","4","4","4","4","4","4","5","4","5","5","NA","NA","NA","NA","NA","NA","4","NA","4","NA","NA","4","NA","NA","5","NA","4","NA","NA","4","3","4","NA","NA","4","NA","NA","4","NA","NA","5","available upon request","1","islam","2","1","1","2","4","2","2","2","3","6","6","6","4"
"2137","18","1","5","South Africa","6","6","6","6","6","6","6","6","6","5","6","6","6","1","6","6","5","3","6","6","6","6","3","6","6","6","5","6","6","6","NA","NA","NA","NA","6","NA","NA","NA","6","NA","6","6","6","1","NA","NA","NA","NA","NA","NA","6","6","NA","NA","NA","NA","6","NA","NA","6","1","available upon request","0","christianity","4","0","7","7","7","5","7","4","4","7","6","6","6"
"2138","19","1","5","South Africa","6","5","2","4","6","6","6","6","4","5","4","3","6","2","6","4","6","5","4","2","6","6","6","4","4","5","5","6","6","3","NA","NA","NA","NA","6","6","NA","NA","NA","NA","4","NA","NA","NA","1","NA","NA","4","NA","NA","6","NA","4","NA","NA","1","NA","5","1","NA","1","available upon request","0","islam","1","1","6","5","5","7","5","5","7","5","3","3","2"
"2139","18","1","3","South Africa","5","5","6","5","5","6","6","3","6","5","6","6","5","2","3","3","4","3","6","3","6","5","4","6","5","2","4","4","6","5","NA","NA","NA","2","NA","NA","NA","NA","2","NA","6","NA","NA","6","6","NA","NA","NA","5","3","NA","5","2","NA","NA","NA","NA","NA","3","NA","1","available upon request","1","no affiliation","3","0","6","5","7","4","3","3","1","5","6","5","7"
"2140","18","1","1","South Africa","3","6","3","4","6","6","6","6","6","6","1","3","4","3","6","2","5","3","4","4","4","4","5","3","4","1","4","5","2","2","1","1","NA","NA","NA","2","NA","NA","NA","2","NA","NA","NA","6","NA","NA","NA","2","NA","2","1","1","NA","NA","NA","NA","NA","1","NA","NA","5","available upon request","0","christianity","1","1","5","5","7","4","5","7","4","2","3","6","4"
"2141","NA","1","1","South Africa","5","6","6","6","6","6","6","6","6","6","6","3","6","1","6","6","6","3","6","6","6","4","6","6","6","2","6","6","6","6","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","6","NA","6","NA","6","6","NA","6","6","NA","NA","6","NA","NA","6","1","available upon request","1","NA","2","1","1","7","7","7","7","7","7","7","7","5","7"
"2142","18","2","2","South Africa","5","5","5","5","5","5","5","6","6","5","5","2","5","2","5","5","5","5","6","6","5","4","6","6","6","2","5","6","5","6","NA","5","NA","NA","NA","2","2","NA","NA","2","NA","5","NA","NA","NA","NA","NA","4","NA","NA","NA","2","5","NA","5","5","NA","NA","NA","NA","5","available upon request","0","christianity","2","0","6","6","6","6","6","6","6","6","6","6","6"
"2143","18","1","4","South Africa","5","5","6","2","5","6","5","6","6","4","5","5","6","3","6","6","6","6","5","6","6","6","6","6","4","2","5","6","6","6","NA","NA","NA","NA","NA","NA","5","NA","4","NA","NA","6","6","NA","NA","6","NA","NA","NA","NA","NA","5","NA","5","NA","NA","6","NA","4","6","1","available upon request","0","christianity","3","0","7","7","7","2","2","4","1","4","4","6","6"
"2144","18","1","3","South Africa","2","5","2","6","5","6","5","5","6","5","5","4","4","2","4","5","4","5","5","5","5","5","4","5","4","2","4","5","5","4","2","NA","5","NA","NA","2","NA","2","2","NA","5","NA","NA","NA","NA","NA","NA","6","NA","NA","5","NA","6","NA","NA","5","NA","NA","NA","NA","1","available upon request","0","christianity","3","0","6","6","6","6","6","6","6","6","6","6","6"
"2145","NA","4","4","South Africa","4","5","4","5","5","5","6","6","6","6","5","4","6","3","5","5","4","6","5","5","5","5","6","4","5","5","5","5","6","5","NA","NA","NA","NA","NA","NA","4","5","5","5","NA","5","NA","NA","NA","NA","5","5","NA","4","NA","NA","NA","NA","NA","5","NA","5","NA","NA","2","available upon request","1","NA","2","1","6","6","6","6","5","4","6","4","4","5","6"
"2146","19","1","2","South Africa","2","6","6","3","5","5","5","5","6","5","6","3","4","1","3","4","4","5","6","4","5","2","5","5","5","3","4","5","5","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","2","NA","NA","NA","4","2","NA","6","NA","5","NA","5","NA","NA","NA","4","5","6","NA","1","available upon request","0","christianity","2","0","7","6","6","6","6","6","6","4","4","3","3"
"2147","18","1","2","South Africa","6","5","6","6","6","6","5","6","5","5","4","5","5","2","5","6","5","5","5","6","6","6","6","5","4","4","5","6","6","5","6","6","5","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","4","NA","6","NA","NA","6","6","NA","NA","NA","NA","NA","NA","NA","1","available upon request","1","christianity","2","0","4","6","2","7","4","4","4","6","6","5","7"
"2148","NA","NA","NA","South Africa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2149","18","NA","NA","South Africa","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"2150","18","3","5","South Africa","4","4","5","5","6","5","6","6","5","5","4","6","5","6","5","5","5","3","5","5","6","4","5","5","5","6","3","4","5","3","6","NA","NA","NA","NA","5","5","NA","NA","6","6","5","5","NA","NA","5","5","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","2","available upon request","1","christianity","2","1","4","4","4","6","4","6","6","6","6","6","6"
"2151","19","1","5","South Africa","5","5","5","5","5","5","5","4","5","4","4","3","3","2","5","5","4","5","5","4","5","3","5","6","4","3","4","5","4","3","5","NA","5","3","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","NA","6","5","5","NA","NA","NA","NA","5","NA","5","NA","NA","5","NA","NA","1","available upon request","1","NA","5","1","6","6","6","6","6","6","6","6","6","6","6"
"2152","18","1","1","South Africa","4","6","6","5","6","6","6","6","6","5","3","1","2","1","3","4","4","4","4","4","4","3","4","4","3","1","3","4","6","5","NA","NA","NA","2","NA","3","NA","NA","NA","NA","NA","NA","5","NA","6","5","4","5","NA","NA","NA","2","6","NA","NA","NA","NA","NA","2","NA","1","available upon request","0","christianity","3","0","2","6","4","4","4","6","2","2","2","2","2"
"2153","18","1","4","South Africa","6","6","5","6","6","6","6","6","5","5","5","1","6","4","5","6","3","5","5","5","4","5","4","5","4","1","5","5","5","5","NA","NA","NA","NA","NA","5","NA","5","NA","NA","5","2","NA","4","NA","NA","3","NA","NA","4","NA","NA","4","5","NA","NA","NA","5","NA","NA","4","available upon request","0","christianity","4","0","3","4","6","6","4","4","4","6","6","7","7"
"2154","19","1","4","South Africa","4","5","5","5","6","4","5","4","5","4","5","3","5","2","5","3","5","5","5","5","5","4","5","5","4","2","4","4","5","4","2","3","2","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA","NA","NA","2","4","NA","1","NA","3","3","NA","NA","NA","NA","NA","NA","NA","6","available upon request","0","christianity","5","0","5","6","3","3","2","6","2","4","2","2","2"
"2155","18","1","4","South Africa","4","5","6","4","5","5","5","5","5","5","4","4","5","3","6","5","4","5","5","5","5","3","5","4","3","2","5","5","4","5","4","NA","NA","NA","3","4","2","NA","NA","NA","NA","5","NA","NA","NA","4","NA","NA","4","NA","5","NA","NA","NA","NA","NA","6","NA","NA","3","1","available upon request","0","islam","3","0","6","6","5","5","6","6","5","6","6","6","4"
"2156","NA","1","1","South Africa","5","6","6","6","6","6","6","4","6","6","6","6","6","1","6","6","6","6","6","6","6","5","6","6","5","1","4","6","5","3","6","6","6","NA","NA","6","NA","NA","NA","NA","6","5","6","1","NA","NA","NA","6","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","1","available upon request","1","NA","3","0","7","4","4","1","3","1","1","3","1","1","4"
"2157","19","1","1","South Africa","5","6","6","6","6","6","6","6","6","6","6","1","3","1","6","5","5","3","3","3","3","4","3","6","4","1","1","6","3","6","NA","2","NA","NA","NA","2","2","NA","NA","2","NA","NA","6","6","NA","NA","NA","6","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","2","1","available upon request","0","NA","5","1","5","5","5","4","5","5","4","4","4","1","5"
"2158","18","1","4","South Africa","6","6","5","5","6","6","5","5","6","6","4","2","4","2","6","3","4","2","6","5","5","2","5","5","6","4","2","4","6","4","NA","2","NA","NA","2","3","2","2","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","5","5","NA","2","NA","6","available upon request","0","christianity","1","1","3","4","2","6","6","6","4","4","4","5","5"
"2159","18","1","4","South Africa","5","5","6","6","6","6","5","6","6","5","4","4","4","2","3","4","4","5","6","5","5","5","5","5","5","4","6","6","5","5","NA","NA","6","NA","NA","6","NA","NA","NA","5","NA","NA","NA","NA","4","5","5","NA","NA","NA","NA","NA","NA","NA","5","4","NA","6","NA","5","1","available upon request","1","hinduism","1","0","2","7","7","7","5","7","6","4","6","5","2"
"2160","20","2","3","South Africa","5","5","4","5","5","5","5","5","5","5","4","3","4","2","4","4","4","4","5","4","5","4","5","4","4","2","4","4","5","4","5","5","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","4","NA","4","NA","NA","4","NA","NA","5","NA","5","5","4","NA","NA","NA","NA","NA","1","available upon request","0","islam","5","0","4","4","4","4","4","4","4","4","4","4","4"
"2161","NA","1","3","South Africa","6","6","5","5","5","6","6","4","6","6","5","6","6","3","6","6","5","5","6","6","6","4","5","5","5","5","6","6","5","5","6","NA","5","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","6","6","6","NA","NA","6","NA","6","NA","NA","NA","6","2","available upon request","1","NA","2","1","6","7","7","5","6","6","6","5","6","4","5"
"2162","18","1","4","South Africa","4","6","4","4","5","6","5","6","6","5","5","2","4","3","5","5","4","6","5","4","5","4","5","5","5","3","5","5","5","5","NA","6","6","5","NA","NA","NA","4","NA","NA","NA","4","NA","NA","NA","5","NA","NA","NA","4","NA","NA","NA","NA","4","NA","4","NA","NA","5","1","available upon request","0","an african traditional religion","3","1","7","7","7","4","5","5","4","5","4","4","5"
"2163","NA","1","5","South Africa","5","5","6","3","6","5","5","6","6","6","4","2","3","3","4","3","4","5","4","6","6","5","5","5","3","3","3","2","6","4","NA","NA","6","4","NA","NA","6","NA","NA","5","NA","3","NA","1","NA","NA","NA","5","NA","4","NA","NA","6","NA","NA","NA","NA","NA","6","NA","1","available upon request","0","christianity","5","0","3","5","4","6","6","4","1","7","7","4","5"
"2164","18","1","4","South Africa","6","6","6","6","6","6","6","6","6","6","6","1","6","1","6","6","5","6","5","6","3","5","6","6","2","3","6","3","6","6","NA","NA","NA","NA","NA","6","6","NA","NA","6","NA","1","6","1","NA","NA","NA","NA","NA","NA","NA","5","NA","6","NA","NA","NA","2","NA","6","1","available upon request","0","christianity and spiritual","2","1","5","5","5","6","4","5","1","3","3","5","6"
"2165","18","1","2","South Africa","6","4","6","5","6","6","6","6","6","6","3","1","4","1","5","5","3","3","5","3","4","2","5","6","3","1","4","5","6","4","NA","5","NA","NA","NA","NA","NA","4","2","NA","6","NA","NA","NA","NA","6","6","6","NA","NA","NA","6","5","NA","NA","NA","NA","NA","4","NA","1","available upon request","0","christianity","3","0","5","7","7","6","4","7","5","4","6","2","2"
"2166","18","1","1","South Africa","3","5","6","6","6","6","6","6","6","5","3","1","6","1","3","6","4","4","4","5","4","2","4","6","2","2","5","4","6","5","NA","NA","NA","5","NA","NA","NA","5","NA","NA","NA","5","NA","NA","6","6","NA","NA","NA","5","NA","5","NA","NA","NA","5","6","NA","4","NA","1","available upon request","0","christianity","2","0","5","7","6","6","6","6","6","6","5","6","5"
"2167","18","1","5","South Africa","3","6","5","3","5","6","6","6","6","5","6","1","6","3","6","5","3","5","6","6","6","3","6","6","6","4","6","6","6","5","5","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","5","6","6","5","6","6","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","5","2","available upon request","1","christianity","2","1","7","7","7","6","6","6","6","7","7","6","7"
"2168","18","1","3","South Africa","4","4","4","4","4","4","4","4","4","4","4","6","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","NA","NA","4","NA","4","NA","4","NA","4","NA","NA","NA","4","NA","NA","4","NA","4","NA","NA","NA","NA","NA","4","NA","NA","NA","4","NA","4","2","available upon request","0","an african traditional religion","2","0","6","6","6","6","6","6","6","6","6","6","6"
"2169","NA","1","5","South Africa","6","6","6","1","6","6","6","6","6","6","6","2","6","3","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","6","NA","NA","6","NA","NA","NA","NA","6","1","NA","NA","6","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","6","6","6","2","available upon request","1","NA","3","1","7","7","7","7","5","7","7","7","7","4","4"
"2170","19","2","4","South Africa","6","5","5","6","5","5","5","6","6","5","6","2","5","5","5","5","4","6","6","6","6","4","5","6","5","2","2","5","6","5","NA","NA","NA","5","NA","5","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","4","5","NA","5","5","NA","NA","NA","NA","2","2","NA","5","NA","5","available upon request","0","islam","1","1","6","7","7","6","6","2","6","6","6","6","6"
"2171","18","1","1","South Africa","6","6","6","6","5","6","6","6","6","6","5","1","6","1","5","6","4","3","5","3","2","4","4","6","5","2","3","3","3","4","NA","6","NA","NA","6","6","NA","NA","NA","NA","NA","NA","4","NA","NA","6","NA","6","5","6","NA","NA","NA","6","NA","NA","NA","4","NA","NA","2","available upon request","1","NA","1","0","6","7","7","4","6","7","7","7","4","4","4"
"2172","18","1","3","South Africa","5","6","6","4","1","6","6","6","6","6","6","4","6","5","6","5","5","5","5","6","5","5","6","5","3","1","3","4","6","6","NA","6","NA","NA","NA","NA","6","NA","6","6","5","NA","5","NA","NA","NA","NA","5","5","5","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","6","available upon request","0","christianity","2","1","6","6","6","4","4","6","2","4","4","1","2"
"2173","18","1","3","South Africa","6","6","6","6","6","6","6","6","6","6","6","2","5","3","6","5","4","3","4","4","6","3","3","6","3","1","3","3","6","6","NA","NA","6","NA","NA","NA","NA","NA","6","6","NA","3","NA","4","NA","NA","NA","4","NA","6","NA","NA","4","NA","2","1","NA","NA","NA","NA","1","available upon request","1","christianity","4","0","5","7","6","2","2","6","2","6","2","2","5"
"2174","18","1","3","South Africa","6","5","5","6","6","6","6","5","6","6","3","4","1","4","6","4","5","4","4","5","6","6","4","4","3","1","3","4","5","3","5","6","NA","NA","NA","5","NA","NA","NA","4","NA","4","4","4","NA","NA","5","NA","NA","NA","NA","NA","NA","1","3","NA","NA","NA","NA","NA","1","available upon request","0","christianity","1","1","5","4","6","1","1","6","6","6","5","6","6"
"2175","18","1","3","South Africa","3","4","3","4","4","6","4","3","4","4","4","4","4","3","3","3","3","4","4","4","3","3","4","4","3","3","4","4","5","4","NA","NA","NA","NA","3","5","NA","5","NA","3","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","NA","NA","5","5","NA","4","NA","2","available upon request","0","christianity","2","1","6","6","6","6","6","6","4","6","4","6","5"
"2176","18","3","3","South Africa","6","6","6","4","6","6","6","6","6","4","6","6","6","5","6","5","5","6","6","6","5","5","6","6","5","6","4","5","6","6","5","5","NA","3","3","6","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","2","NA","5","NA","4","NA","NA","NA","NA","NA","NA","4","NA","NA","1","available upon request","0","NA","3","0","2","4","4","4","4","4","4","4","4","4","5"
"2177","18","3","3","South Africa","6","6","6","6","6","6","6","6","6","5","6","3","6","3","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","NA","6","6","NA","6","NA","NA","NA","NA","NA","6","1","6","NA","NA","NA","NA","6","6","6","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","2","available upon request","1","NA","2","1","6","5","6","4","4","6","4","6","6","4","6"
"2178","19","1","4","South Africa","6","6","6","5","6","6","6","6","6","6","5","3","4","1","4","5","4","5","4","5","5","5","5","6","4","1","4","6","5","5","NA","NA","NA","5","5","NA","NA","NA","5","5","4","5","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","NA","NA","NA","NA","6","NA","5","5","available upon request","0","christianity","2","0","6","6","6","6","4","6","2","2","6","6","4"
"2179","18","3","1","South Africa","6","6","6","6","6","6","6","6","1","6","6","1","6","1","6","6","6","6","5","6","6","5","6","6","1","4","6","6","6","6","NA","NA","NA","NA","6","3","NA","NA","4","NA","6","NA","6","NA","NA","5","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","3","NA","1","2","available upon request","0","NA","1","1","1","1","1","1","1","1","1","1","1","1","1"
"2180","18","2","1","South Africa","6","6","4","4","6","6","4","6","6","6","6","2","6","2","5","6","5","6","6","6","6","4","6","6","6","4","6","6","5","6","6","NA","5","NA","NA","6","NA","6","NA","6","6","1","NA","2","NA","NA","NA","NA","5","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","1","available upon request","1","NA","4","1","5","1","7","7","7","3","7","6","6","6","6"
"2181","21","1","3","South Africa","6","6","6","4","5","6","4","5","6","5","4","4","3","1","5","3","4","6","4","5","5","3","4","4","2","2","5","4","5","4","NA","NA","NA","5","5","NA","5","NA","6","NA","3","4","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","4","6","NA","1","available upon request","1","christianity","2","0","4","1","1","2","2","5","1","4","2","3","1"
"2182","18","3","3","South Africa","6","6","6","6","6","6","6","6","6","6","4","1","6","1","6","3","3","5","5","6","6","6","1","6","3","3","3","6","6","6","6","NA","4","NA","NA","NA","NA","NA","NA","5","4","4","NA","4","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","5","NA","6","3","NA","NA","1","available upon request","0","christianity","1","1","6","7","7","6","5","6","2","3","6","4","4"
"2183","18","1","3","South Africa","4","6","6","6","6","6","1","5","6","6","6","5","5","6","6","6","6","6","2","4","6","6","4","6","3","6","6","6","3","6","NA","NA","NA","NA","NA","6","NA","NA","6","6","6","NA","6","6","NA","NA","6","NA","6","NA","NA","NA","6","NA","6","NA","NA","NA","NA","NA","2","available upon request","0","NA","1","1","7","7","7","7","7","7","7","7","7","7","7"
"2184","18","1","3","South Africa","5","5","4","5","4","6","6","6","6","5","5","5","6","1","5","5","5","5","5","5","5","1","5","6","5","5","5","5","6","6","5","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","5","NA","4","5","NA","5","5","NA","NA","2","NA","5","NA","NA","NA","NA","NA","NA","2","available upon request","NA","christianity","3","1","4","7","6","4","6","4","6","4","4","6","6"
"2185","18","1","3","South Africa","5","5","4","5","5","5","5","4","6","5","5","5","5","3","4","5","5","5","5","4","4","4","5","5","4","3","4","3","4","4","4","NA","NA","NA","NA","NA","4","NA","5","3","NA","NA","NA","NA","NA","5","NA","NA","NA","5","5","NA","4","NA","NA","NA","NA","NA","3","3","1","available upon request","0","christianity","2","0","6","6","6","6","2","6","2","6","5","6","6"
"2186","NA","1","3","South Africa","6","6","5","4","3","6","6","6","5","4","5","1","6","1","6","5","4","6","4","5","6","3","6","6","4","1","6","5","6","6","6","NA","NA","3","NA","6","5","6","NA","NA","NA","NA","NA","1","NA","NA","4","NA","6","NA","NA","4","NA","NA","NA","NA","NA","NA","NA","6","2","available upon request","0","NA","2","0","7","7","7","4","6","5","4","7","5","4","4"
"2187","19","1","3","South Africa","5","5","5","5","6","6","6","6","6","5","4","2","4","1","4","6","6","5","6","6","4","2","4","5","2","1","4","6","5","4","NA","NA","4","NA","NA","NA","3","NA","5","NA","NA","NA","4","NA","NA","NA","NA","5","NA","NA","4","NA","5","5","NA","NA","NA","2","5","NA","1","available upon request","0","christianity","3","1","6","4","6","2","4","2","2","6","6","2","2"
"2188","19","2","3","South Africa","5","5","2","2","4","4","4","4","1","2","2","3","5","2","4","5","3","1","3","2","6","4","3","4","5","4","2","4","3","2","2","NA","NA","NA","NA","NA","4","NA","3","NA","2","NA","4","3","1","NA","NA","NA","NA","NA","NA","3","NA","NA","NA","3","NA","NA","NA","3","1","available upon request","0","christianity","4","1","1","1","1","2","1","2","3","3","1","1","1"
"2189","19","1","3","South Africa","6","6","6","4","6","6","6","6","6","6","6","5","6","2","2","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","NA","NA","NA","NA","NA","NA","6","6","NA","5","NA","4","NA","NA","NA","NA","4","NA","NA","6","NA","5","NA","6","NA","6","6","NA","NA","NA","1","available upon request","1","christianity","1","0","7","7","7","5","7","2","5","7","7","2","6"
"2190","18","1","3","South Africa","5","6","6","5","5","5","5","5","6","6","4","6","5","3","6","4","5","6","5","4","5","3","5","4","4","4","4","5","4","6","NA","NA","NA","NA","5","NA","5","5","NA","NA","5","2","5","NA","NA","NA","NA","NA","NA","5","5","NA","NA","NA","4","NA","NA","NA","5","NA","4","available upon request","1","christianity","5","1","6","5","6","6","4","6","5","7","6","6","4"
"2191","NA","1","4","South Africa","4","6","5","6","4","6","6","6","6","6","3","3","4","2","5","5","3","4","5","2","6","5","4","4","2","2","5","6","5","5","NA","NA","NA","NA","4","3","3","NA","NA","NA","NA","NA","NA","5","NA","5","5","NA","NA","4","4","NA","NA","NA","5","4","NA","NA","NA","NA","1","available upon request","0","islam","2","0","6","7","7","7","7","7","7","5","6","3","6"
"2192","18","5","4","South Africa","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","6","6","NA","NA","NA","NA","6","6","NA","6","6","6","NA","NA","NA","6","6","NA","2","available upon request","1","NA","2","1","1","1","7","7","7","7","7","7","7","7","7"
"2193","18","1","4","South Africa","5","6","6","5","6","6","5","5","5","5","5","5","5","2","5","5","5","5","6","5","5","5","5","5","5","2","6","5","5","5","5","NA","NA","NA","NA","6","NA","NA","6","NA","NA","NA","6","5","NA","NA","NA","6","NA","NA","NA","NA","5","NA","NA","NA","5","NA","5","6","1","available upon request","0","christianity","2","0","1","6","6","6","6","6","6","6","3","2","1"
