"","AGE_W1_CORE","ATTVIO12_W6","ATTVIO1_W6","COUNTRY_W6","DFH1_W6","DFH2_W6","DFH3_W6","DFH4_W6","DFH5_W6","DFH6_W6","DFH7_W6","DFH8_W6","DFH9_W6","DFH10_W6","DFH11_W6","DFH12_W6","DFH13_W6","DFH14_W6","DFH15_W6","DFH16_W6","DFH17_W6","DFH18_W6","DFH19_W6","DFH20_W6","DFH21_W6","DFH22_W6","DFH23_W6","DFH24_W6","DFH25_W6","DFH26_W6","DFH27_W6","DFH28_W6","DFH29_W6","DFH30_W6","DFHNORMS1_W6","DFHNORMS2_W6","DFHNORMS3_W6","DFHNORMS4_W6","DFHNORMS5_W6","DFHNORMS6_W6","DFHNORMS7_W6","DFHNORMS8_W6","DFHNORMS9_W6","DFHNORMS10_W6","DFHNORMS11_W6","DFHNORMS12_W6","DFHNORMS13_W6","DFHNORMS14_W6","DFHNORMS15_W6","DFHNORMS16_W6","DFHNORMS17_W6","DFHNORMS18_W6","DFHNORMS19_W6","DFHNORMS20_W6","DFHNORMS21_W6","DFHNORMS22_W6","DFHNORMS23_W6","DFHNORMS24_W6","DFHNORMS25_W6","DFHNORMS26_W6","DFHNORMS27_W6","DFHNORMS28_W6","DFHNORMS29_W6","DFHNORMS30_W6","EDUCATION_W6","ETHNICITY_SA_CORE","GENDER_CORE","RELIGION_W2_CORE","SELFFACE1_W6","SELFFACE2_W6","SELFFACE3_W6","SELFFACE4_W6","SELFFACE5_W6","SELFFACE6_W6","SELFFACE7_W6","SELFFACE8_W6","SELFFACE9_W6","SELFFACE10_W6","SELFFACE11_W6","SELFFACE12_W6","SELFFACE13_W6"
"1","17","2","4","Namibia","4","4","5","4","1","4","5","2","2","2","3","2","4","2","2","5","2","5","5","4","4","5","5","2","2","2","5","5","5","5","NA","NA","NA","NA","NA","NA","NA","5","3","NA","4","5","NA","NA","NA","4","NA","4","NA","NA","3","NA","NA","2","NA","5","NA","2","NA","NA","4","available upon request","0","christianity","5","0","2","3","6","4","2","2","4","2","2","2","4"
"2","18","2","5","Namibia","2","6","5","5","3","5","2","1","5","5","6","5","5","4","5","3","5","3","5","5","2","5","5","6","6","5","4","5","6","4","NA","NA","NA","NA","5","5","5","NA","NA","NA","NA","3","NA","NA","5","NA","3","5","NA","NA","NA","NA","4","NA","2","5","NA","NA","NA","NA","6","available upon request","0","christianity","4","0","7","7","7","7","7","5","7","7","7","7","5"
"3","18","1","3","Namibia","6","6","5","6","6","6","5","5","6","6","4","1","6","2","4","6","4","5","6","5","5","3","5","5","6","2","3","5","6","5","5","NA","NA","4","5","NA","4","4","NA","NA","NA","NA","NA","5","NA","NA","3","NA","NA","4","NA","NA","NA","NA","NA","NA","2","NA","NA","3","1","available upon request","0","christianity","2","0","6","7","7","7","7","7","5","4","7","4","6"
"4","18","NA","NA","Namibia","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","available upon request","0","christianity","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"5","18","5","2","Namibia","5","5","5","5","5","5","5","5","5","5","5","5","4","5","6","5","5","5","3","5","5","5","5","4","5","5","5","5","5","5","NA","NA","NA","NA","NA","5","3","NA","4","4","4","NA","NA","3","5","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","5","4","NA","NA","2","available upon request","0","christianity","1","1","5","5","6","5","4","6","4","4","6","4","4"
"6","18","2","3","Namibia","4","6","6","5","5","6","6","6","6","5","5","5","5","3","6","6","4","5","5","5","4","5","5","5","5","1","5","5","5","5","6","NA","NA","NA","NA","NA","6","NA","NA","NA","6","NA","6","NA","NA","NA","6","NA","NA","4","5","NA","NA","NA","NA","NA","1","5","NA","5","4","available upon request","1","christianity","3","1","2","5","6","2","3","6","6","2","6","2","4"
"7","18","2","5","Namibia","5","3","6","3","4","6","6","2","5","6","6","1","6","6","6","1","5","5","6","6","2","4","6","6","4","6","3","4","6","6","4","4","NA","NA","6","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","5","NA","5","3","NA","3","NA","NA","1","NA","6","available upon request","1","NA","1","0","3","6","6","5","3","4","1","7","4","6","3"
"8","18","1","3","Namibia","6","6","6","4","6","5","5","6","5","2","6","2","3","6","6","6","5","5","6","5","5","5","5","6","4","4","4","6","4","4","NA","NA","6","NA","6","NA","6","5","5","NA","6","4","NA","NA","NA","NA","NA","NA","NA","NA","NA","4","NA","5","NA","3","NA","NA","NA","NA","2","available upon request","0","christianity","5","1","1","2","2","4","4","4","1","7","7","7","7"
"9","18","4","1","Namibia","4","1","3","3","3","5","1","1","1","4","4","5","1","2","6","6","1","1","1","6","5","2","3","4","1","5","4","1","1","1","3","NA","5","1","3","NA","NA","1","NA","NA","NA","3","NA","NA","NA","2","NA","NA","NA","6","NA","NA","NA","NA","NA","1","2","NA","NA","NA","5","available upon request","0","christianity","2","1","3","4","5","5","7","4","6","1","2","3","4"
"10","18","1","2","Namibia","4","6","6","3","6","6","5","2","6","4","1","3","5","1","4","6","4","6","6","6","5","2","6","5","5","1","6","6","6","6","NA","4","NA","NA","NA","NA","5","NA","NA","2","5","NA","6","NA","NA","NA","NA","4","NA","NA","NA","NA","4","4","NA","5","4","NA","NA","NA","1","available upon request","1","christianity","3","1","2","5","7","2","4","6","1","1","1","1","3"
"11","20","1","4","Namibia","6","6","5","4","4","6","6","5","6","4","4","4","6","1","6","6","6","6","6","6","6","4","6","6","6","6","5","6","6","6","4","NA","4","4","NA","NA","NA","4","NA","NA","NA","NA","NA","NA","6","4","3","NA","NA","NA","NA","3","NA","NA","4","NA","NA","NA","6","NA","2","available upon request","1","christianity","2","1","7","7","7","7","7","7","7","5","7","5","5"
"12","18","3","2","Namibia","6","5","2","2","5","2","4","5","3","4","6","2","6","5","2","4","6","1","1","6","3","4","3","1","4","4","4","6","6","6","NA","NA","NA","2","NA","NA","NA","5","NA","6","NA","NA","3","5","NA","NA","NA","NA","NA","1","NA","4","NA","NA","1","NA","4","6","NA","NA","6","available upon request","0","christianity","3","0","2","4","4","4","6","5","5","5","6","5","5"
"13","18","4","2","Namibia","5","5","5","5","4","6","6","6","6","5","3","5","6","5","4","4","4","6","4","6","4","4","6","6","4","4","5","6","5","5","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","6","6","NA","6","6","NA","NA","NA","6","6","NA","NA","6","5","NA","6","NA","NA","1","available upon request","1","an african traditional religion","2","1","6","5","7","5","6","4","6","7","7","6","6"
"14","20","1","1","Namibia","6","6","6","1","6","6","6","6","6","6","3","1","1","3","6","5","2","2","6","5","4","5","4","5","5","1","1","6","6","5","NA","NA","NA","NA","NA","NA","6","NA","6","6","4","NA","NA","NA","NA","4","NA","3","6","4","5","NA","NA","5","NA","NA","NA","NA","NA","NA","2","available upon request","0","christianity","5","0","6","7","7","4","4","6","6","2","2","2","2"
"15","21","2","3","Namibia","5","5","5","5","6","6","5","4","6","5","5","1","5","4","4","6","4","5","3","5","5","2","6","5","4","6","4","6","6","6","NA","6","NA","NA","5","6","NA","NA","6","5","NA","NA","NA","NA","NA","6","NA","5","NA","NA","NA","1","NA","4","4","NA","NA","NA","NA","NA","1","available upon request","0","christianity","2","0","6","6","6","6","6","7","7","6","7","7","7"
"16","18","2","4","Namibia","4","6","6","6","6","6","6","6","6","6","3","6","6","1","6","6","4","6","5","6","6","4","6","6","6","4","6","5","6","6","NA","6","NA","6","6","6","NA","6","NA","NA","NA","6","NA","NA","NA","NA","5","NA","NA","6","NA","2","NA","NA","NA","NA","5","NA","NA","NA","6","available upon request","0","spiritual but not religious","2","1","6","7","6","6","4","6","6","7","7","7","7"
"17","18","3","3","Namibia","5","3","3","4","3","4","4","3","4","4","4","5","4","4","4","4","4","6","3","4","3","2","2","4","4","3","5","6","4","2","5","NA","NA","NA","NA","NA","NA","NA","5","NA","5","4","NA","4","NA","NA","NA","2","4","NA","NA","NA","NA","NA","NA","5","NA","NA","6","3","2","available upon request","0","no affiliation","3","0","5","5","2","2","2","2","1","5","6","4","5"
"18","18","1","5","Namibia","3","5","6","6","6","6","6","5","6","6","6","1","6","3","6","6","4","4","5","6","5","4","6","5","5","5","6","5","6","5","6","NA","NA","6","NA","NA","NA","NA","6","NA","NA","NA","6","3","6","NA","NA","5","NA","NA","6","NA","NA","NA","6","NA","NA","NA","NA","6","4","available upon request","1","christianity","3","1","7","7","7","7","5","5","7","7","5","7","7"
"19","18","1","1","Namibia","4","6","3","4","4","6","5","6","6","6","5","1","3","1","1","5","4","4","4","4","5","4","5","3","4","4","4","4","5","4","NA","NA","NA","NA","NA","NA","5","NA","NA","5","NA","4","3","NA","NA","NA","2","4","NA","4","NA","NA","NA","NA","NA","4","NA","3","NA","5","3","available upon request","0","christianity","5","0","6","2","4","4","6","6","3","6","7","5","6"
"20","18","2","4","Namibia","5","6","6","5","6","3","6","6","6","6","6","4","6","5","6","6","6","5","6","6","5","5","6","6","5","5","3","4","5","5","NA","NA","6","5","6","NA","NA","5","NA","NA","NA","NA","4","NA","6","NA","NA","NA","NA","NA","5","NA","NA","NA","4","NA","4","4","NA","NA","1","available upon request","0","christianity","2","0","4","6","4","4","4","4","4","4","6","4","6"
"21","18","2","4","Namibia","5","6","6","5","5","5","5","5","6","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","2","2","2","5","5","5","NA","NA","NA","NA","5","5","NA","5","5","NA","NA","NA","5","NA","NA","5","NA","5","NA","NA","5","5","NA","NA","NA","NA","5","NA","NA","NA","1","available upon request","0","christianity","2","0","6","6","6","4","6","5","5","2","2","2","2"
"22","NA","2","5","Namibia","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","NA","6","5","5","5","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","NA","NA","3","NA","NA","5","5","1","available upon request","0","christianity","2","0","6","6","6","6","6","5","4","4","5","7","5"
"23","19","1","3","Namibia","6","6","6","4","6","6","6","6","6","6","6","1","5","4","6","6","6","6","6","6","6","4","6","6","1","1","5","6","6","6","6","5","NA","2","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","6","NA","NA","NA","5","5","1","4","NA","NA","NA","2","available upon request","0","christianity","3","1","7","7","7","5","7","7","7","2","2","7","5"
"24","18","1","4","Namibia","5","6","6","5","6","6","6","6","6","5","6","4","6","4","6","5","5","6","6","6","6","6","6","4","3","1","6","6","6","6","5","6","NA","NA","6","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","6","NA","NA","NA","NA","NA","4","5","5","6","NA","1","available upon request","0","christianity","1","0","5","7","5","5","5","6","5","7","5","7","7"
"25","18","3","4","Namibia","4","4","5","5","5","5","5","6","4","4","5","2","5","2","5","4","4","4","4","5","4","4","5","5","4","3","3","5","4","4","NA","5","NA","NA","NA","NA","5","NA","NA","NA","5","5","5","5","NA","NA","NA","NA","5","NA","5","NA","4","NA","NA","NA","NA","NA","5","NA","1","available upon request","0","christianity","1","1","6","6","5","5","5","6","5","6","6","4","6"
"26","18","1","5","Namibia","4","6","6","5","6","5","5","6","5","4","5","5","4","5","6","6","4","6","6","5","5","5","4","5","5","5","5","6","6","4","NA","NA","NA","4","1","NA","NA","5","NA","NA","NA","4","NA","NA","NA","5","NA","NA","NA","NA","NA","3","5","5","NA","4","5","NA","NA","NA","2","available upon request","1","NA","3","1","5","7","7","5","7","7","7","7","6","5","6"
"27","18","1","1","Namibia","5","5","4","5","4","5","5","5","5","5","5","5","5","4","5","5","5","4","5","5","5","5","5","2","5","6","5","6","6","4","4","5","NA","NA","NA","4","NA","5","6","5","NA","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","5","NA","NA","5","NA","6","NA","3","available upon request","1","christianity","1","0","6","6","6","6","6","6","6","6","5","6","2"
"28","NA","3","2","Namibia","3","5","5","5","3","3","3","6","6","5","5","5","5","2","5","3","2","6","3","4","5","3","3","5","6","5","5","3","6","6","NA","NA","5","NA","NA","5","NA","6","NA","5","5","NA","NA","NA","5","NA","NA","NA","NA","5","5","2","NA","NA","NA","3","NA","NA","NA","NA","1","NA","NA","NA","3","0","2","2","2","2","2","2","2","2","2","2","2"
"29","18","5","2","Namibia","6","6","6","5","6","5","6","6","6","6","6","6","6","2","6","6","2","6","6","6","5","6","6","6","6","6","6","6","6","6","NA","NA","6","NA","NA","NA","NA","NA","NA","6","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","6","5","6","5","NA","NA","6","6","2","available upon request","0","christianity","2","0","7","7","6","6","6","5","7","7","6","7","6"
"30","18","1","5","Namibia","6","6","5","6","5","6","5","5","6","5","6","5","6","6","6","6","5","5","5","5","5","6","6","5","5","5","5","5","6","6","3","NA","NA","NA","4","NA","NA","4","6","NA","5","NA","NA","NA","6","NA","3","NA","NA","NA","NA","4","NA","NA","3","NA","3","NA","NA","NA","2","available upon request","0","christianity","2","1","5","5","5","5","5","5","5","6","6","5","5"
"31","20","1","4","Namibia","4","6","6","4","5","6","5","6","6","5","4","1","6","1","4","5","4","6","5","6","6","3","4","5","3","4","5","5","6","3","NA","NA","5","5","NA","5","NA","NA","6","NA","NA","NA","5","NA","NA","6","NA","NA","5","NA","6","NA","5","NA","NA","NA","NA","NA","NA","3","5","available upon request","1","christianity","5","1","5","7","4","4","4","6","4","6","6","2","2"
"32","18","1","3","Namibia","5","6","6","3","6","6","5","6","6","5","5","5","6","2","6","6","4","6","6","5","5","5","4","6","6","2","5","6","6","6","6","NA","NA","NA","6","NA","NA","NA","NA","5","6","5","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","5","6","NA","NA","4","NA","NA","4","1","available upon request","0","NA","5","0","2","3","1","4","3","4","1","4","6","4","4"
"33","18","3","3","Namibia","5","5","5","5","5","5","6","4","6","5","5","4","4","2","5","5","5","5","4","5","5","4","5","5","4","4","5","4","4","6","6","NA","NA","NA","NA","NA","NA","6","NA","5","NA","2","4","3","NA","5","NA","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","3","NA","5","1","available upon request","1","christianity","4","1","6","6","6","6","4","6","6","6","4","4","4"
"34","18","1","1","Namibia","6","6","6","5","6","6","5","6","6","5","6","6","5","5","6","6","6","6","6","6","6","6","6","6","4","2","5","6","6","6","NA","6","NA","5","NA","6","NA","NA","NA","NA","NA","5","NA","4","6","6","NA","NA","NA","6","6","NA","NA","NA","1","NA","NA","NA","NA","NA","2","available upon request","0","christianity","2","0","5","7","7","6","7","7","6","7","6","7","6"
"35","18","1","3","Namibia","5","6","6","4","6","5","4","5","5","5","5","5","6","6","4","5","5","5","5","4","5","6","6","6","5","5","5","5","6","5","NA","6","5","NA","NA","NA","NA","4","5","NA","NA","6","6","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","5","NA","6","NA","NA","6","NA","6","available upon request","0","christianity","2","1","5","7","6","6","5","5","5","7","7","5","6"
"36","18","2","3","Namibia","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","5","6","5","3","6","6","6","6","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","5","NA","NA","NA","NA","NA","6","NA","5","6","NA","NA","6","NA","5","NA","5","NA","5","1","available upon request","1","christianity","4","1","6","6","7","7","7","7","7","7","7","7","7"
"37","18","1","3","Namibia","6","6","4","3","4","4","4","5","4","3","6","5","5","2","6","5","5","6","3","4","5","3","4","4","4","4","5","4","6","6","NA","NA","NA","NA","NA","NA","4","4","3","NA","5","NA","NA","NA","5","NA","NA","NA","6","NA","3","5","4","NA","NA","NA","2","NA","NA","NA","2","available upon request","0","christianity","5","1","4","6","6","4","4","2","2","6","6","6","6"
"38","18","3","3","Namibia","4","4","4","4","4","5","5","4","3","4","4","4","4","1","4","4","4","5","5","4","5","4","2","4","4","5","4","6","5","5","NA","NA","NA","NA","3","4","4","NA","4","NA","3","NA","NA","NA","NA","4","NA","NA","NA","NA","NA","3","NA","NA","NA","4","3","NA","3","NA","1","available upon request","0","christianity","2","0","5","6","4","4","4","4","4","4","6","4","6"
"39","18","1","5","Namibia","6","6","6","5","4","6","6","4","6","6","5","6","6","2","6","6","5","6","6","6","6","3","6","5","5","4","5","6","6","6","NA","6","5","NA","NA","NA","NA","3","6","6","NA","NA","6","NA","NA","6","NA","6","4","NA","NA","NA","NA","5","NA","NA","NA","NA","NA","NA","2","available upon request","0","christianity","2","0","7","7","7","4","6","5","7","7","7","7","7"
"40","18","2","1","Namibia","6","2","4","2","5","6","5","6","6","5","6","2","6","2","6","3","4","6","5","5","6","2","6","6","3","6","5","5","6","6","NA","NA","NA","NA","5","NA","NA","2","5","NA","NA","3","NA","NA","NA","NA","3","NA","NA","5","NA","2","5","NA","NA","NA","5","NA","NA","5","6","available upon request","0","christianity","3","0","6","6","6","6","6","2","6","6","6","6","6"
"41","18","1","3","Namibia","5","6","6","6","6","6","6","6","6","5","5","2","4","1","4","6","5","4","6","4","4","2","4","6","4","1","4","5","5","6","NA","NA","6","6","NA","NA","5","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","4","NA","NA","NA","4","1","4","NA","NA","6","2","available upon request","1","christianity","3","1","7","6","6","4","6","6","5","4","6","7","6"
"42","18","1","1","Namibia","4","5","6","5","5","6","6","6","6","5","5","4","5","4","6","6","5","6","6","5","6","1","6","5","4","4","6","5","6","3","NA","NA","6","6","NA","NA","NA","NA","NA","NA","NA","NA","5","6","6","6","NA","NA","6","NA","6","NA","NA","6","NA","NA","NA","6","NA","NA","2","available upon request","1","christianity","2","0","6","6","6","6","6","6","6","7","7","6","6"
"43","19","1","1","Namibia","4","6","6","6","6","6","5","6","6","6","6","1","6","1","6","6","3","5","6","5","5","6","6","6","6","3","5","5","6","5","NA","NA","NA","6","NA","6","6","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","6","6","NA","NA","NA","NA","5","4","NA","NA","5","NA","1","available upon request","1","NA","3","0","7","7","7","5","7","7","7","5","7","4","7"
"44","18","1","2","Namibia","6","6","6","6","6","6","6","6","6","6","5","3","4","1","6","5","5","4","5","2","4","4","2","5","2","1","4","6","4","6","NA","2","NA","NA","5","2","NA","NA","2","NA","NA","NA","NA","3","NA","6","NA","6","NA","NA","6","NA","NA","NA","6","NA","NA","NA","5","NA","1","available upon request","1","no affiliation","3","1","1","6","3","6","2","2","2","1","1","1","1"
"45","18","1","4","Namibia","6","5","6","5","6","6","6","5","5","6","5","4","6","5","6","5","5","6","6","5","6","1","6","5","5","6","6","5","5","6","NA","NA","NA","NA","NA","NA","NA","5","6","6","5","NA","6","NA","NA","6","5","NA","NA","5","NA","NA","6","NA","NA","6","NA","NA","NA","NA","6","available upon request","0","NA","1","1","7","7","7","6","6","5","5","6","6","6","5"
"46","18","2","4","Namibia","5","5","6","5","5","5","6","5","6","6","5","1","6","6","5","5","5","5","6","6","5","5","6","6","5","5","5","6","6","6","NA","6","6","NA","NA","NA","NA","NA","5","5","NA","NA","NA","NA","NA","NA","NA","NA","6","5","NA","6","5","NA","NA","NA","NA","5","6","NA","6","available upon request","0","NA","5","0","1","5","7","5","2","1","1","3","3","7","5"
"47","18","3","4","Namibia","5","6","1","5","5","4","3","6","3","3","4","2","3","4","4","2","4","2","5","3","6","5","1","3","4","3","3","6","5","5","NA","NA","NA","NA","4","NA","NA","5","NA","NA","3","NA","6","5","4","NA","NA","3","4","2","NA","NA","NA","NA","3","NA","NA","NA","NA","NA","1","available upon request","1","christianity","2","0","2","4","5","5","6","6","5","7","4","2","6"
"48","18","4","2","Namibia","2","1","5","4","5","4","4","5","5","4","2","2","4","5","4","5","3","2","4","3","4","5","4","5","3","5","4","3","5","6","NA","NA","NA","NA","5","5","NA","NA","NA","NA","2","NA","5","NA","4","NA","NA","5","4","5","5","NA","NA","NA","NA","NA","NA","NA","NA","4","1","available upon request","0","NA","3","0","1","2","2","5","7","5","5","6","4","4","4"
"49","18","5","1","Namibia","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","6","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","6","6","NA","NA","6","NA","6","NA","NA","NA","6","6","NA","NA","6","1","available upon request","0","christianity","3","0","2","2","2","2","2","6","2","5","5","5","5"
"50","19","4","4","Namibia","6","5","4","5","6","5","5","3","5","4","6","6","5","4","5","6","4","5","6","6","5","5","5","4","4","6","6","3","5","5","5","NA","5","NA","NA","NA","NA","5","6","NA","NA","5","NA","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","6","5","NA","NA","6","NA","2","available upon request","1","christianity","1","0","4","6","6","4","6","5","2","5","6","2","4"
"51","18","3","3","Namibia","4","5","4","5","5","6","5","4","5","5","5","1","5","4","3","5","5","4","5","5","6","2","4","3","5","5","5","5","5","6","NA","5","3","NA","1","NA","NA","NA","NA","NA","NA","NA","3","NA","4","5","NA","NA","NA","NA","NA","4","NA","NA","NA","NA","3","5","NA","6","3","available upon request","0","christianity","2","1","6","6","6","6","6","6","6","4","6","6","5"
"52","20","2","4","Namibia","5","5","5","5","5","5","5","5","5","2","5","1","1","5","5","5","1","2","5","2","5","2","5","5","2","5","2","2","5","5","NA","NA","5","NA","5","NA","NA","NA","NA","NA","2","NA","5","2","NA","NA","NA","2","NA","5","NA","NA","NA","2","NA","NA","NA","2","NA","2","2","available upon request","0","christianity","3","0","6","6","2","2","2","2","2","1","2","2","2"
"53","18","1","1","Namibia","6","6","6","6","5","6","6","6","6","4","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","NA","6","6","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","NA","NA","NA","6","6","NA","6","NA","NA","6","6","NA","1","available upon request","1","christianity","4","1","7","7","7","6","6","5","6","7","5","7","7"
"54","19","1","4","Namibia","6","6","6","5","6","6","5","5","6","5","6","6","6","5","6","6","5","6","6","5","6","4","5","5","6","1","4","6","6","6","6","NA","NA","NA","NA","6","6","NA","6","6","NA","6","6","NA","6","NA","NA","6","NA","NA","NA","NA","NA","NA","NA","NA","6","NA","NA","NA","1","available upon request","1","christianity","3","0","7","6","6","6","6","6","6","6","5","6","6"
"55","18","2","3","Namibia","6","4","6","4","6","6","5","6","6","5","5","4","4","2","6","5","4","6","5","5","5","2","6","6","6","4","6","6","6","4","6","6","5","NA","NA","NA","NA","NA","NA","5","NA","5","5","NA","NA","NA","NA","NA","5","NA","NA","NA","NA","5","NA","NA","6","5","NA","NA","2","available upon request","0","christianity","5","1","6","7","5","5","5","5","5","7","7","5","7"
"56","20","1","2","Namibia","6","4","3","5","5","6","5","6","6","6","5","4","4","1","4","5","5","5","2","5","4","3","5","4","2","2","5","5","5","6","NA","6","NA","NA","NA","1","NA","6","1","NA","NA","NA","NA","6","NA","NA","6","NA","6","NA","6","NA","6","NA","NA","6","NA","NA","NA","NA","1","available upon request","0","christianity","4","0","7","5","7","5","5","5","4","6","4","2","1"
"57","18","1","1","Namibia","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","NA","NA","5","NA","NA","3","NA","NA","2","1","NA","NA","NA","1","NA","1","NA","1","1","NA","NA","NA","NA","NA","1","NA","NA","1","NA","NA","2","available upon request","0","christianity","1","1","6","6","6","6","6","6","6","6","5","6","6"
"58","18","2","3","Namibia","5","5","5","5","5","5","5","4","6","5","5","6","6","5","5","5","4","6","6","5","2","2","5","4","4","5","5","6","5","5","NA","5","4","NA","5","NA","NA","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","NA","5","5","NA","2","NA","NA","5","5","NA","NA","5","NA","1","available upon request","1","christianity","5","1","2","6","6","6","6","5","7","7","5","5","6"
"59","18","4","4","Namibia","5","3","6","5","6","3","5","6","6","6","3","5","6","6","4","6","6","3","5","6","3","3","5","5","5","4","6","5","5","6","NA","4","5","NA","NA","6","5","NA","NA","NA","5","5","6","NA","NA","NA","3","NA","NA","NA","NA","NA","6","NA","1","NA","NA","NA","NA","NA","1","available upon request","1","christianity","2","1","5","1","6","6","1","5","5","6","7","2","7"
"60","18","3","3","Namibia","4","5","4","4","4","5","4","4","3","4","4","6","4","5","5","4","5","5","5","4","3","4","4","4","4","3","5","4","4","5","NA","NA","NA","NA","4","5","NA","NA","NA","NA","4","2","NA","NA","NA","4","5","NA","3","NA","4","NA","3","NA","4","NA","NA","NA","NA","NA","2","available upon request","1","christianity","3","1","4","6","6","6","6","6","4","4","4","4","4"
"61","NA","2","2","Namibia","4","5","4","2","4","4","5","4","3","4","2","5","1","1","1","1","1","1","4","2","1","1","2","4","1","1","1","2","5","2","NA","1","NA","NA","NA","2","NA","NA","NA","NA","NA","NA","3","NA","NA","5","NA","NA","3","2","NA","NA","4","5","NA","NA","3","NA","3","NA","1","available upon request","NA","christianity","2","0","6","6","2","6","6","6","6","6","6","2","5"
"62","18","1","2","Namibia","6","5","4","6","5","6","4","5","6","5","6","2","6","1","6","6","6","6","6","6","6","4","5","4","5","6","6","5","6","6","NA","NA","NA","NA","NA","NA","5","5","NA","NA","NA","1","6","1","6","NA","NA","6","NA","NA","NA","NA","4","NA","5","NA","NA","5","NA","NA","2","available upon request","1","christianity","2","0","6","6","4","6","7","5","6","1","6","1","6"
"63","18","4","4","Namibia","5","5","5","5","5","5","5","5","5","5","5","2","5","2","5","6","5","5","5","5","5","2","5","5","2","5","4","5","5","5","NA","5","NA","NA","2","5","5","NA","NA","NA","5","2","NA","NA","NA","NA","NA","5","NA","5","NA","NA","NA","NA","NA","5","NA","NA","NA","4","1","available upon request","0","christianity","3","0","6","6","6","5","6","6","6","5","4","6","6"
"64","19","1","4","Namibia","6","5","4","6","5","6","5","5","6","5","4","4","6","4","6","5","4","6","5","6","6","6","6","6","4","6","6","6","6","5","NA","NA","4","NA","6","NA","5","5","4","5","NA","NA","6","5","NA","NA","NA","NA","NA","NA","NA","4","NA","6","NA","NA","NA","NA","NA","NA","2","available upon request","1","no affiliation","3","1","5","5","7","7","7","6","6","6","6","7","1"
"65","20","5","1","Namibia","3","5","2","5","5","5","6","6","6","6","5","3","5","4","6","6","3","6","5","6","6","5","6","4","5","6","5","5","5","5","NA","NA","NA","NA","5","5","NA","6","5","NA","NA","NA","NA","NA","2","NA","5","NA","NA","5","NA","3","NA","NA","5","NA","NA","6","NA","NA","6","available upon request","0","christianity","1","1","2","6","5","5","4","3","2","3","1","2","3"
"66","18","1","5","Namibia","5","6","4","6","6","6","6","6","6","6","6","1","5","1","6","4","4","4","4","4","5","4","5","6","2","1","4","6","6","5","NA","NA","6","NA","NA","NA","NA","NA","NA","2","NA","NA","NA","5","NA","NA","5","2","NA","NA","NA","5","6","6","NA","1","NA","NA","NA","2","1","available upon request","0","christianity","1","1","7","7","7","5","7","7","7","7","7","7","5"
"67","17","1","4","Namibia","5","4","5","3","3","2","6","4","5","2","5","6","6","1","6","2","3","3","1","1","6","5","1","2","3","3","3","3","5","1","4","NA","NA","NA","4","NA","NA","5","2","NA","NA","NA","NA","2","6","NA","NA","NA","NA","NA","2","3","3","NA","NA","1","NA","NA","NA","NA","2","available upon request","1","no affiliation,other","4","1","1","3","2","4","6","5","7","7","5","4","1"
