Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1746195721025,02/05/2025 14:22,1746206521025,3,02/05/2025 20:22,209877,4,questionnaire-3245,,45816259,BLINDED,13332176,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1680x1050,1639x902,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1746194949738,02/05/2025 14:09,1746205749738,3,02/05/2025 20:09,209877,4,questionnaire-3245,,45815709,BLINDED,13332156,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Yandex 25.4.2.519.10,390x844,390x655,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1746197004871,02/05/2025 14:43,1746207804871,3,02/05/2025 20:43,209877,4,questionnaire-3245,,45817002,BLINDED,13332234,,complete,,,mobile,Apple iPhone,iOS 16.6,Mobile Safari 16.6,414x896,414x721,,,0,Debrief Olga,2,consent,M,,,,,info,,BEGIN,,,,,
1,1746458686776,05/05/2025 15:24,1746469486776,3,05/05/2025 21:24,209877,4,questionnaire-3245,,45873456,BLINDED,13348579,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,384x832,384x700,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1746996338218,11/05/2025 20:45,1747007138218,3,12/05/2025 02:45,209877,4,questionnaire-3245,,46071128,BLINDED,13397828,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.4.0.0,1536x864,1488x724,,,0,Debrief Olga,2,consent,M,,,,,info,,BEGIN,,,,,
1,1746191381439,02/05/2025 13:09,1746202181439,3,02/05/2025 19:09,209877,4,questionnaire-3245,,45813819,BLINDED,13331352,,complete,,,mobile,Apple iPhone,iOS 18.0,Mobile Safari 18.0,414x896,414x699,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1745977647197,30/04/2025 01:47,1745988447197,3,30/04/2025 07:47,209877,4,questionnaire-3245,,45744671,BLINDED,13311775,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x699,,,0,Debrief Olga,2,consent,M,,,,,info,,BEGIN,,,,,
1,1745951064474,29/04/2025 18:24,1745961864474,3,30/04/2025 00:24,209877,4,questionnaire-3245,,45736926,BLINDED,13309798,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x960,1536x844,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1745940371401,29/04/2025 15:26,1745951171401,3,29/04/2025 21:26,209877,4,questionnaire-3245,,45733181,BLINDED,13308257,,live,,,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6.1,393x852,393x649,,,0,Debrief Olga,2,consent,F,,,,,info,,BEGIN,,,,,
1,1745865371947,28/04/2025 18:36,1745876171947,3,29/04/2025 00:36,209877,4,questionnaire-3245,,45708873,BLINDED,13300477,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.1,393x852,393x659,,,0,Debrief Olga,2,consent,M,,,,,info,,BEGIN,,,,,
END OF FILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
