Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Consent object-7 Response,Consent object-7 Quantised
1,1742973922454,26/03/2025 07:25,1742984722454,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723746,BLINDED,13035345,,live,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,393x852,393x649,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973982200,26/03/2025 07:26,1742984782200,3,26/03/2025 13:26,209877,4,questionnaire-wmsj,,44723689,BLINDED,13035317,,live,,,mobile,undefined K,Android 13,Chrome 134.0.6998.40,360x800,360x664,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973864199,26/03/2025 07:24,1742984664199,3,26/03/2025 13:24,209877,4,questionnaire-wmsj,,44723698,BLINDED,13035322,,complete,,,mobile,undefined K,Android 9,Chrome 129.0.6668.81,360x780,360x657,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973885516,26/03/2025 07:24,1742984685516,3,26/03/2025 13:24,209877,4,questionnaire-wmsj,,44723749,BLINDED,13035346,,live,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,440x956,440x753,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973820194,26/03/2025 07:23,1742984620194,3,26/03/2025 13:23,209877,4,questionnaire-wmsj,,44723708,BLINDED,13035331,,complete,,,mobile,Apple iPhone,iOS 18.1.1,Mobile Safari 18.1.1,414x896,414x703,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973882879,26/03/2025 07:24,1742984682879,3,26/03/2025 13:24,209877,4,questionnaire-wmsj,,44723752,BLINDED,13035348,,complete,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,414x896,414x699,,,0,Consent form Olga,2,consent,F,Я согласен(-на).,1
1,1742973901827,26/03/2025 07:25,1742984701827,3,26/03/2025 13:25,209877,4,questionnaire-wmsj,,44723753,BLINDED,13035349,,live,,,mobile,Apple iPhone,iOS 17.6.1,Mobile Safari 17.6.1,375x812,375x613,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742398608641,19/03/2025 15:36,1742409408641,3,19/03/2025 21:36,209877,4,questionnaire-wmsj,,44544729,BLINDED,12981307,,live,,,mobile,undefined K,Android 12,Chrome 134.0.6998.39,393x873,392x736,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742394884149,19/03/2025 14:34,1742405684149,3,19/03/2025 20:34,209877,4,questionnaire-wmsj,,44541856,BLINDED,12980400,,live,,,mobile,Apple iPhone,iOS 16.7.10,Mobile Safari 16.7.10,320x568,320x433,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
1,1742973795010,26/03/2025 07:23,1742984595010,3,26/03/2025 13:23,209877,4,questionnaire-wmsj,,44723696,BLINDED,13035320,,live,,,mobile,undefined K,Android 14,Chrome 134.0.6998.39,384x854,384x714,,,0,Consent form Olga,2,consent,,Я согласен(-на).,1
