Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-2d1i,branch-odpf,Dictator_decision object-100 Response,Dictator_decision object-100 Quantised
1,1745939053595,29/04/2025 15:04,1745949853595,3,29/04/2025 21:04,209877,4,questionnaire-3zyp,,45732729,BLINDED,13308251,,live,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,393x852,393x649,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745939062846,29/04/2025 15:04,1745949862846,3,29/04/2025 21:04,209877,4,questionnaire-3zyp,,45732736,BLINDED,13308277,,complete,,,mobile,undefined K,Android 13,Chrome 135.0.7049.100,393x873,392x735,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745939201765,29/04/2025 15:06,1745950001765,3,29/04/2025 21:06,209877,4,questionnaire-3zyp,,45732781,BLINDED,13308269,,complete,,,mobile,undefined K,Android 14,Chrome 135.0.7049.111,384x832,384x733,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745940922609,29/04/2025 15:35,1745951722609,3,29/04/2025 21:35,209877,4,questionnaire-3zyp,,45733431,BLINDED,13308568,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1366x768,1358x654,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,3,4
1,1745941451331,29/04/2025 15:44,1745952251331,3,29/04/2025 21:44,209877,4,questionnaire-3zyp,,45733666,BLINDED,13308670,,live,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,414x699,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745944044132,29/04/2025 16:27,1745954844132,3,29/04/2025 22:27,209877,4,questionnaire-3zyp,,45734862,BLINDED,13308953,,live,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1536x864,1528x738,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
1,1745949708179,29/04/2025 18:01,1745960508179,3,30/04/2025 00:01,209877,4,questionnaire-3zyp,,45736428,BLINDED,13309676,,complete,,,computer,Desktop or Laptop,Windows 10,Yandex 25.2.0.0,1536x960,1488x844,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,4,5
1,1745998336318,30/04/2025 07:32,1746009136318,3,30/04/2025 13:32,209877,4,questionnaire-3zyp,,45747422,BLINDED,13312514,,complete,,,mobile,Xiaomi 23124RA7EO,Android 14,Yandex 25.3.0.33.00,393x873,393x684,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,5,6
1,1746004812949,30/04/2025 09:20,1746015612949,3,30/04/2025 15:20,209877,4,questionnaire-3zyp,,45749419,BLINDED,13313155,,live,,,mobile,Apple iPhone,iOS 18.3.1,Mobile Safari 18.3,390x844,390x663,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,5,6
1,1746004657575,30/04/2025 09:17,1746015457575,3,30/04/2025 15:17,209877,4,questionnaire-3zyp,,45749357,BLINDED,13313216,,live,,,mobile,Xiaomi 23124RA7EO,Android 14,Yandex 25.3.0.33.00,393x873,393x684,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,5,6
1,1746012841710,30/04/2025 11:34,1746048841710,10,01/05/2025 07:34,209877,4,questionnaire-3zyp,,45757797,BLINDED,13315463,,complete,,,mobile,Apple iPhone,iOS 17.7.1,Mobile Safari 17.7.1,390x844,390x648,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,7,8
1,1746012413697,30/04/2025 11:26,1746023213697,3,30/04/2025 17:26,209877,4,questionnaire-3zyp,,45757592,BLINDED,13315381,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 135.0.0.0,1920x1080,1912x954,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,M,5,6
1,1746013168241,30/04/2025 11:39,1746038368241,7,01/05/2025 01:39,209877,4,questionnaire-3zyp,,45758012,BLINDED,13315503,,complete,,,mobile,Apple iPhone,iOS 18.3.2,Mobile Safari 18.3.2,390x844,390x648,,,0,Dictator Game and Ultimatum Game Instructions,4,consent,F,5,6
